longitude,latitude,unit_price
113.860121,22.613821,42199
114.14084,22.565691,46249
113.98009,22.564234,84822
113.921266,22.511224,72440
114.205187,22.647098,34395
114.251272,22.588412,35833
113.937552,22.514649,108485
113.860693,22.575073,52875
114.142194,22.58058,41826
114.130526,22.609,44453
114.022825,22.650684,45669
114.045264,22.524149,66024
113.912392,22.533825,66089
114.038275,22.526499,55759
113.90632,22.55068,54688
114.065085,22.51938,59000
113.885987,22.564973,49920
114.058528,22.635734,55703
114.133364,22.57312,57908
113.880716,22.581917,52653
114.045638,22.527457,54951
113.891712,22.573366,59853
114.158893,22.606883,45273
114.06773,22.646647,51690
113.856575,22.609777,55917
114.061341,22.510614,58859
114.177997,22.644926,40355
114.164488,22.565259,51092
113.922639,22.498573,87594
113.864176,22.575503,61772
113.928486,22.545187,91407
114.110006,22.547829,50044
114.056752,22.622352,49020
114.057891,22.563534,50904
113.96723,22.542441,61494
113.945863,22.542236,79818
113.933958,22.542449,52423
113.867741,22.615544,41223
114.047932,22.685616,47112
114.239458,22.721154,34452
113.85511,22.566576,73083
113.853356,22.573996,65154
114.237425,22.705269,42426
114.044601,22.617463,49483
114.136134,22.581274,62112
114.233629,22.710795,51817
113.979539,22.547659,86921
114.19382,22.647217,35178
114.086524,22.532923,51155
114.124197,22.575963,53484
114.140533,22.619152,53852
114.122397,22.577951,52458
114.121091,22.597876,38344
114.058374,22.510126,60061
114.132899,22.57628,60074
114.060523,22.517581,67149
114.135713,22.54308,52336
113.848762,22.572542,67052
114.141536,22.602186,31557
114.133663,22.549331,67949
114.118748,22.595281,37000
114.028474,22.665991,43750
114.266279,22.686879,30911
114.238168,22.562314,50639
114.016061,22.551256,132507
114.122397,22.577951,51276
114.094707,22.55227,122313
113.938968,22.497133,169956
114.174493,22.569239,45746
114.068029,22.640741,45675
114.257339,22.723839,32733
114.048513,22.530659,57749
113.904208,22.549008,63497
114.269112,22.68986,41018
113.877859,22.562483,77052
114.033007,22.658033,42797
114.047764,22.516918,45184
114.119249,22.59335,37348
114.095885,22.558001,81696
114.246257,22.736237,35711
114.063877,22.693063,60290
113.995131,22.53576,81557
113.966844,22.540363,63894
113.929209,22.512034,54716
114.009142,22.640473,62794
114.024911,22.627694,74392
113.914633,22.533427,65237
114.227132,22.692819,54228
114.185603,22.556202,48029
114.134604,22.597722,46129
114.112427,22.565414,50413
114.102056,22.564347,57804
114.075329,22.615189,58686
113.975075,22.546255,153565
113.979539,22.547659,81844
114.047764,22.516918,46981
114.04534,22.597036,58721
113.969492,22.531098,94011
114.1246,22.602495,35099
113.857716,22.58486,53574
113.925589,22.524309,65259
114.120903,22.542832,39369
113.857716,22.58486,54785
114.1246,22.602495,39570
114.050952,22.545514,92572
114.268814,22.720755,43134
114.208973,22.709994,43581
113.8694,22.575196,46241
113.922034,22.531533,62204
113.988336,22.536037,67068
114.046688,22.602673,60536
114.177997,22.644926,42664
114.236562,22.715508,37360
114.138888,22.582419,49976
114.177997,22.644926,38143
113.930062,22.523986,71966
113.930062,22.523986,71966
113.858569,22.564221,57239
114.111506,22.624153,41965
114.044601,22.617463,43839
113.9314,22.517415,83553
114.043014,22.521812,64805
114.092379,22.553512,107290
113.964819,22.525872,124735
113.86785,22.56745,64088
114.052216,22.516085,66745
113.921829,22.533025,48679
114.112623,22.540351,44115
113.91947,22.527548,48647
114.248393,22.591204,39776
114.107336,22.630122,29849
114.133928,22.611292,34368
113.86501,22.581785,49969
114.254063,22.718902,38302
114.228074,22.676384,36466
114.224351,22.675946,46644
114.118748,22.595281,34200
114.179393,22.639223,40848
114.028793,22.600742,120293
114.24331,22.711332,44109
114.246257,22.736237,47448
113.979539,22.547659,93519
114.128579,22.543493,53367
114.073594,22.516121,55866
113.957045,22.546956,107561
113.901752,22.550252,53426
114.128861,22.598809,50876
114.072574,22.531906,59338
114.220686,22.696737,49950
113.9273,22.547946,68203
114.235808,22.722538,34980
113.893506,22.574939,46447
114.158893,22.606883,48304
114.116423,22.61555,37060
113.933434,22.511045,79806
114.111338,22.628261,41329
114.124261,22.560871,57937
113.924754,22.505209,65307
114.047382,22.597723,54667
114.220212,22.729761,36464
114.043274,22.642649,40157
114.091476,22.564628,44473
114.037113,22.565568,68246
114.055766,22.525237,72255
113.977402,22.545213,85852
113.867728,22.562723,63701
114.082879,22.632855,62908
113.957045,22.546956,144151
114.042684,22.611077,49956
114.052216,22.516085,61036
114.029904,22.640868,43141
114.126767,22.562724,58116
113.924014,22.519054,86531
113.936245,22.502074,82693
114.220932,22.720151,46224
114.106417,22.553892,70828
114.229633,22.547624,30670
114.106417,22.553892,70828
114.121888,22.592852,32564
114.021391,22.649079,40454
114.022825,22.650684,49073
114.030178,22.653792,49492
113.911759,22.520689,82713
114.186091,22.647459,41448
114.083716,22.530194,57441
114.1346,22.570469,64676
113.862467,22.574064,71903
114.067569,22.524167,54164
114.123656,22.601502,38154
114.068884,22.522691,49770
113.86501,22.581785,53452
113.852843,22.567911,62922
113.852843,22.567911,61854
114.04534,22.597036,57620
113.933721,22.486814,78137
114.116423,22.61555,35987
114.1246,22.602495,34346
113.926702,22.510845,66513
113.926234,22.525934,67932
114.115982,22.613525,42779
114.14453,22.6182,34809
114.273571,22.586946,50382
114.132899,22.57628,62426
114.119249,22.59335,36297
114.10606,22.595263,31681
114.033786,22.566491,64686
113.926702,22.510845,66513
113.852843,22.567911,61854
114.107336,22.630122,36066
114.120223,22.595289,38874
114.17174,22.562137,57698
113.882576,22.562466,63683
114.060102,22.510095,62854
113.857636,22.570311,73013
114.123365,22.538724,44257
114.103343,22.558365,50257
114.236562,22.715508,37938
114.229649,22.721678,38510
114.116839,22.562483,38589
114.245501,22.712873,53241
113.857716,22.58486,58230
114.045903,22.52626,70672
114.277723,22.749345,32204
113.9273,22.547946,65976
114.02908,22.636334,53413
114.261544,22.683353,38023
113.984534,22.560899,72136
114.114599,22.545327,46286
114.061631,22.608171,44741
113.9314,22.517415,84501
114.135096,22.597826,42789
114.254368,22.723858,32100
114.106949,22.616966,57059
113.866003,22.55673,59395
113.924427,22.517259,62572
114.142904,22.548238,45541
113.857716,22.58486,55758
114.028917,22.723134,41545
113.952572,22.549846,82027
114.036337,22.566802,83343
114.050952,22.545514,85219
114.122397,22.577951,53630
114.186091,22.647459,37310
113.917999,22.53199,50477
114.042647,22.63108,40125
114.026726,22.528182,82624
114.041925,22.567007,60607
114.111166,22.558018,60302
114.202012,22.640703,27266
114.133998,22.58802,43248
114.022542,22.55359,88929
113.864483,22.615224,40197
114.125493,22.551304,63770
113.868913,22.567533,61117
114.135127,22.599725,50801
114.048103,22.673487,46612
114.254368,22.723858,37092
114.117291,22.53817,41633
114.009651,22.639125,63440
114.021391,22.649079,44658
114.075406,22.524038,65612
114.030178,22.653792,49453
114.093372,22.554407,86224
113.874319,22.562184,61264
114.186091,22.647459,42100
113.882576,22.562466,58745
114.123733,22.594666,49171
114.060092,22.565689,55523
114.04126,22.622416,43732
113.882576,22.562466,58745
114.040868,22.566584,65797
114.071262,22.529877,44132
114.014553,22.54042,96639
114.032346,22.626871,51875
114.143301,22.628008,41331
113.867117,22.565135,57761
114.083394,22.538922,28533
113.964819,22.525872,104221
113.977402,22.545213,149342
114.090038,22.550674,82611
114.031892,22.638192,46071
113.966844,22.540363,67125
113.909914,22.518969,83668
114.240237,22.713658,39157
114.027676,22.636568,54319
114.109802,22.587588,43730
114.128902,22.597874,34834
114.09199,22.55379,122178
113.889324,22.558974,66901
113.9314,22.517415,84887
113.920828,22.539354,70642
114.239675,22.726866,35396
114.065134,22.52685,49985
114.071382,22.571444,72083
114.068278,22.644571,50411
114.122303,22.599417,43699
113.931405,22.494167,76153
113.950558,22.540989,73938
114.174438,22.559424,55601
114.134079,22.544389,56771
114.109961,22.550034,43015
114.212845,22.650627,44780
114.031892,22.638192,47053
114.045903,22.52626,68269
114.043009,22.612452,45488
114.066236,22.547553,55432
114.120223,22.595289,39241
114.26824,22.722578,37749
114.206844,22.707388,39360
114.050927,22.527144,89115
113.862467,22.574064,77024
113.934216,22.507087,92137
114.082879,22.632855,60610
113.876268,22.557631,67562
114.177997,22.644926,40072
114.067633,22.528172,51064
113.892442,22.571837,52621
113.966844,22.540363,66247
113.918564,22.54009,60640
113.907314,22.56339,49749
114.048222,22.526354,50455
114.1246,22.602495,33871
114.149971,22.616613,48969
114.141181,22.600635,33520
114.04534,22.597036,56935
114.068884,22.522691,52010
114.135127,22.599725,50870
114.025689,22.522983,72028
113.931805,22.478858,133203
114.135127,22.599725,56359
114.031892,22.638192,57364
113.938634,22.519674,108689
114.033093,22.631632,51580
114.277723,22.749345,47569
114.075406,22.524038,63682
114.118748,22.595281,37888
113.889324,22.558974,65098
114.04605,22.562202,59524
114.04904,22.526756,42429
114.124431,22.601477,43291
114.0444,22.527269,62207
114.04398,22.521046,52632
114.125546,22.571705,58771
114.069736,22.617791,50910
114.030931,22.654542,48044
113.985438,22.557326,59539
113.985438,22.557326,57045
113.856575,22.609777,56166
113.857716,22.58486,53742
114.119249,22.59335,41137
114.087438,22.574512,52233
114.127126,22.537757,46601
114.083716,22.530194,58812
113.879023,22.587128,48410
114.118748,22.595281,35673
114.05698,22.62237,50225
113.930584,22.526206,85672
114.224351,22.675946,47842
114.043923,22.516205,68734
113.973708,22.553519,88594
114.032759,22.629158,51665
113.903114,22.509892,94384
114.053213,22.565278,62955
114.191824,22.558382,63602
114.224604,22.723432,55999
114.032759,22.629158,53913
113.861458,22.582208,55538
113.895404,22.55051,92025
114.061488,22.60506,71485
114.254063,22.718902,38914
113.903114,22.509892,79333
113.903114,22.509892,79212
114.118748,22.595281,37000
114.266279,22.686879,34350
114.1246,22.602495,34821
114.1246,22.602495,36404
113.89801,22.54798,84316
113.880716,22.581917,54622
113.965813,22.522218,124508
113.998146,22.530369,66856
114.054087,22.509192,98437
114.052216,22.516085,59831
114.052216,22.516085,70239
113.85511,22.566576,62481
113.856489,22.572504,69934
114.05565,22.50914,59719
113.925213,22.509833,61575
113.889882,22.555866,67467
113.928571,22.517109,82577
113.90272,22.558469,40070
114.129501,22.572259,49782
113.879023,22.587128,46981
113.91313,22.520528,78921
114.248393,22.591204,35200
114.143281,22.616423,40769
114.142962,22.579164,49117
113.950558,22.540989,70537
113.931219,22.524938,85141
114.24173,22.720444,37218
114.073145,22.523254,74567
113.88165,22.58336,44841
114.220932,22.720151,39430
113.925007,22.506489,66146
114.136976,22.575466,51590
113.876772,22.554889,76167
114.237032,22.559469,48572
113.928886,22.517873,86568
114.044287,22.566998,51195
114.048103,22.673487,53060
114.227467,22.727878,38944
114.337669,22.684065,33570
114.05475,22.600343,43656
114.133531,22.54887,55563
114.22113,22.726648,43112
114.047932,22.685616,46888
114.315971,22.697309,26665
113.955752,22.559544,67617
113.91417,22.489067,153714
114.277723,22.749345,36383
114.057471,22.525952,77004
114.071239,22.61215,59312
114.048103,22.673487,51741
114.046688,22.602673,59398
113.913452,22.527373,59832
113.928492,22.51434,66007
114.070771,22.523203,62084
114.04398,22.521046,60382
114.07206,22.61409,56232
113.872895,22.563814,60070
114.123166,22.551099,56578
113.892369,22.556273,67034
113.872394,22.559211,74696
114.052216,22.516085,63859
114.075496,22.660771,57665
114.05698,22.62237,46925
114.024804,22.627684,73034
114.137237,22.614245,39724
113.861458,22.582208,50112
113.857716,22.58486,58918
114.135903,22.540749,50554
113.954383,22.548143,107909
114.038093,22.525234,49756
113.97978,22.561732,67065
113.920828,22.539354,64958
114.128579,22.543493,58480
113.899904,22.482694,57381
114.127126,22.537757,50250
114.038275,22.526499,52904
113.880716,22.581917,67227
114.037626,22.562898,60891
114.057471,22.525952,71822
114.061488,22.60506,72048
114.1246,22.602495,37476
114.125719,22.594613,43234
114.074352,22.525159,65000
114.121767,22.549819,59196
114.115982,22.613525,44353
114.121798,22.541502,41825
114.135903,22.540749,51467
113.9314,22.517415,70969
114.116423,22.61555,39436
114.124431,22.601477,43191
114.14453,22.6182,36375
114.208973,22.709994,43058
114.123875,22.593257,49387
113.954383,22.548143,106667
114.052216,22.516085,65935
114.052216,22.516085,67374
114.116423,22.61555,46720
114.116423,22.61555,39786
114.179393,22.639223,48346
114.022529,22.52718,67568
113.92778,22.48506,100695
114.1246,22.602495,35243
114.097747,22.563871,56585
114.275,22.746059,33876
113.915388,22.512946,68705
114.017733,22.553682,92228
114.066461,22.624214,77628
114.120057,22.542541,36631
114.085983,22.532612,62992
114.043014,22.521812,71912
114.047574,22.52128,72865
114.032346,22.626871,56033
114.233647,22.750736,36456
113.94384,22.545057,80173
114.14167,22.61357,44586
113.892865,22.587976,46199
113.966844,22.540363,71822
114.12757,22.59863,51475
114.122922,22.619804,45128
114.135096,22.597826,43782
114.109802,22.587588,44284
113.926702,22.510845,71167
113.90445,22.511402,73084
113.983733,22.559496,60952
114.023632,22.649737,35200
114.239458,22.721154,35570
113.962216,22.569267,47680
114.142962,22.579164,55910
113.931805,22.478858,149274
114.249513,22.591551,39461
114.067605,22.527673,48788
113.92353,22.48624,52360
113.925213,22.509833,58496
114.141536,22.602186,31811
114.208973,22.709994,42527
114.245792,22.734443,42445
114.236646,22.710421,56651
114.141536,22.602186,31811
114.060936,22.514929,56028
113.988336,22.536037,67851
114.02518,22.528282,65823
114.048513,22.530659,57383
114.17174,22.562137,62186
114.119218,22.552291,73346
114.069359,22.522882,50946
113.930062,22.523986,73039
114.227467,22.727878,37235
114.132526,22.546629,56391
114.109915,22.630712,44390
114.140117,22.607848,38209
114.136095,22.606327,32884
114.050164,22.563844,59356
114.03986,22.562839,54715
114.136964,22.617651,48337
114.176705,22.561572,39939
114.052216,22.516085,59703
114.231308,22.720445,46021
114.106417,22.553892,75544
114.270262,22.717635,34560
113.937373,22.491419,121964
114.050744,22.559254,70968
114.227132,22.692819,55368
114.181374,22.633642,40710
114.04479,22.528837,54838
113.867728,22.562723,67277
114.051562,22.530014,75705
114.103343,22.558365,53708
114.094565,22.560168,46340
114.230143,22.550687,39581
114.261544,22.683353,41197
113.980269,22.562514,119008
114.022529,22.52718,70118
114.032346,22.626871,52585
113.88735,22.558725,86996
113.880423,22.560303,78327
114.036273,22.630641,62400
113.89719,22.546734,81005
113.893008,22.578798,48488
114.237425,22.705269,49693
113.88614,22.567651,45546
113.973708,22.553519,77339
113.995131,22.53576,75021
114.025689,22.522983,73702
113.965813,22.522218,134465
113.953296,22.525159,103093
114.176705,22.561572,44578
114.052993,22.519043,80668
113.930107,22.530574,55714
113.969492,22.531098,115723
113.973511,22.550541,85873
114.158893,22.606883,46614
114.107336,22.630122,31284
114.085983,22.532612,62480
114.040249,22.566717,57869
114.03175,22.663318,41407
113.928057,22.498566,76924
113.968187,22.541452,59974
114.245638,22.562512,42460
114.108211,22.542857,47726
114.118748,22.595281,35047
113.920828,22.539354,64651
114.191824,22.558382,56030
114.036273,22.630641,60324
114.022825,22.650684,47778
114.071262,22.529877,44075
114.140293,22.568176,77011
113.890076,22.57002,48032
114.254368,22.723858,35406
113.889882,22.555866,66140
114.037626,22.562898,54974
113.890281,22.561586,65378
113.934671,22.487198,60044
114.075667,22.542374,73790
114.033745,22.557085,88840
114.028474,22.665991,44254
114.127126,22.537757,54055
114.028758,22.6592,49743
114.124846,22.623689,37387
114.097563,22.556781,83247
114.122922,22.619804,37842
113.928486,22.545187,79190
113.968187,22.541452,61920
114.261845,22.733832,36221
114.017066,22.670939,37731
114.127126,22.537757,54055
114.097563,22.556781,83247
113.965701,22.529292,118332
114.156431,22.607677,51218
113.85743,22.567769,65827
114.24206,22.732298,31343
114.075329,22.615189,58133
113.92955,22.47926,110491
114.1246,22.602495,33054
114.261544,22.683353,39263
114.006826,22.535162,75714
114.011111,22.641837,51125
114.007128,22.536795,71459
114.047291,22.554535,62125
114.066067,22.613051,109008
114.179393,22.639223,34176
113.960344,22.573457,65653
114.064332,22.527232,44757
113.957045,22.546956,110622
113.896355,22.573496,51625
114.05178,22.508798,61886
113.985438,22.557326,54902
113.882082,22.564032,71404
113.92353,22.48624,58162
113.985438,22.557326,58606
114.033007,22.658033,41856
114.043192,22.514551,64662
113.854008,22.568877,63504
113.880716,22.581917,73530
113.9314,22.517415,80074
113.925628,22.507949,50199
113.97978,22.561732,66020
114.128489,22.625209,46072
114.111166,22.558018,65330
113.879023,22.587128,50436
114.064791,22.567236,70630
113.876179,22.59491,52171
114.039698,22.521541,63238
114.029904,22.640868,39281
113.8694,22.575196,53275
114.057891,22.563534,51407
113.953318,22.523795,103819
113.90568,22.55127,61320
114.037626,22.562898,61577
113.933858,22.502415,87590
114.140929,22.599355,38939
114.067526,22.524873,63043
113.855345,22.57013,62396
114.140929,22.599355,39347
114.03358,22.526772,54808
114.022529,22.52718,69491
113.88165,22.58336,44844
113.931219,22.524938,76086
113.858569,22.564221,55434
113.927078,22.52396,59059
113.88752,22.584066,64656
114.03175,22.663318,43825
113.804587,22.761263,45845
113.985438,22.557326,58162
113.91274,22.540386,66052
113.88752,22.584066,64656
114.075678,22.526862,67201
113.930896,22.513046,48215
113.930896,22.513046,54762
114.049033,22.692534,40536
114.220392,22.701247,61434
114.268814,22.720755,42686
114.028474,22.665991,45223
114.224351,22.675946,48348
114.047756,22.523889,83680
113.85515,22.609644,53835
114.032759,22.629158,50447
114.055382,22.622855,54235
114.02908,22.636334,48736
114.058891,22.635682,69656
113.965813,22.522218,113069
114.138161,22.623789,56522
113.856575,22.609777,51365
114.138161,22.623789,53650
113.971371,22.549498,139986
114.01423,22.637275,69125
113.965813,22.522218,136491
113.973511,22.550541,89451
114.227132,22.692819,42046
113.889324,22.558974,64949
114.1346,22.570469,61744
114.227132,22.692819,42046
114.047756,22.523889,93653
114.073594,22.516121,57427
114.081164,22.536813,82919
114.03486,22.655171,40672
114.103998,22.624303,49858
114.058725,22.694175,45950
114.127126,22.537757,50804
113.922034,22.531533,63083
114.061458,22.520758,41698
113.894407,22.563639,52930
114.134948,22.601034,45249
113.897276,22.575328,48059
114.022162,22.647571,42216
114.149971,22.616613,38691
114.088241,22.628173,60059
114.037197,22.654298,41145
114.124004,22.557403,60660
114.093553,22.545096,91805
114.028921,22.679396,64880
114.237539,22.720035,30972
114.140109,22.560877,46628
114.220392,22.701247,72203
114.109815,22.551088,57483
114.27991,22.745996,28258
114.266279,22.686879,38221
113.855575,22.577268,55327
114.238375,22.711619,56813
114.231308,22.720445,48265
113.856489,22.572504,66346
114.064744,22.545804,91504
114.040868,22.566584,80739
113.856489,22.572504,70073
114.232373,22.728155,52716
114.021481,22.627064,69659
113.96436,22.53384,102521
114.092513,22.533704,58466
114.043541,22.609844,58330
114.032346,22.626871,57335
113.890281,22.561586,60472
113.883,22.565057,68949
114.02518,22.528282,73771
113.85511,22.566576,59865
114.044927,22.568694,56984
113.857125,22.611127,53320
114.021481,22.627064,69282
113.868913,22.567533,59188
114.127211,22.541275,40685
114.122397,22.577951,52160
114.163911,22.612824,49950
113.819019,22.693463,47593
114.047382,22.597723,57953
114.02317,22.6292,66308
114.15725,22.608511,48893
114.27991,22.745996,27271
114.037456,22.524394,46715
114.02317,22.6292,65184
114.136134,22.581274,62919
114.066753,22.615423,49245
114.115982,22.613525,44721
114.048513,22.530659,63799
113.888708,22.559862,61798
114.088241,22.628173,59492
114.123875,22.593257,62617
114.123875,22.593257,62617
113.910681,22.580319,37800
114.126797,22.540193,44783
114.028267,22.653457,39862
113.856575,22.609777,55658
114.058393,22.625149,47716
114.118748,22.595281,31855
113.925363,22.485731,76800
114.065307,22.523691,48292
114.257339,22.723839,32816
114.109347,22.5396,56537
113.867752,22.579427,65760
114.118748,22.595281,35534
114.116423,22.61555,38526
114.107336,22.630122,34690
114.140117,22.607848,42233
114.064332,22.527232,50386
113.90632,22.55068,51091
114.191824,22.558382,58392
114.05698,22.62237,46324
114.252719,22.711465,22860
114.245792,22.734443,66083
113.88614,22.567651,48902
113.933958,22.542449,64092
114.230422,22.750325,34091
114.03917,22.551896,59848
114.049033,22.692534,43865
114.138161,22.623789,53184
114.227884,22.688358,53858
114.261535,22.718283,40099
114.085983,22.532612,62515
114.125706,22.540438,78261
114.227884,22.688358,53858
114.138161,22.623789,53184
114.227132,22.692819,78161
114.043541,22.609844,55433
113.912759,22.529484,74690
114.138161,22.623789,50940
114.227132,22.692819,44870
114.037996,22.557917,80228
113.912938,22.49095,98459
114.24206,22.732298,38049
114.014553,22.54042,95436
114.041736,22.522221,52125
113.882544,22.583224,44449
113.883496,22.564112,48618
113.933721,22.486814,82638
114.070771,22.523203,61191
114.06855,22.64487,58845
113.928486,22.545187,74481
114.061923,22.690405,41646
113.926455,22.542304,90091
114.025586,22.552001,112730
114.008287,22.536248,79897
114.047764,22.516918,48103
114.122397,22.577951,52201
113.904208,22.549008,63230
114.041736,22.522221,53239
113.988336,22.536037,67604
114.04479,22.528837,54972
113.878647,22.560735,84394
114.225134,22.669706,49680
114.070771,22.523203,60098
114.142917,22.620825,36547
114.237197,22.731927,39997
114.230422,22.750325,40412
114.225134,22.669706,36071
114.122397,22.577951,52895
114.043014,22.521812,64943
114.132899,22.57628,61338
113.892704,22.574055,46249
114.067605,22.527673,49215
114.043295,22.528641,52250
114.065169,22.561202,66834
114.271392,22.719612,34978
114.16905,22.558465,55129
114.106417,22.553892,76355
114.114233,22.544178,75666
114.127454,22.565221,60777
113.895229,22.571562,46309
114.043082,22.525246,63861
114.043192,22.514551,70075
114.121458,22.582482,32892
113.878807,22.583991,51885
114.114127,22.569806,55737
113.907652,22.515659,78414
114.032187,22.519839,67214
114.231882,22.72388,45353
113.982971,22.561171,64784
114.05308,22.508553,49063
113.982971,22.561171,64784
114.114127,22.569806,55737
114.225134,22.669706,35431
114.231882,22.72388,45353
113.988336,22.536037,70086
114.046696,22.531486,57702
113.907652,22.515659,78414
114.032187,22.519839,67214
113.88762,22.592329,59839
113.91417,22.489067,156811
114.135526,22.568664,52408
114.066645,22.563207,57316
114.057891,22.563534,54183
114.031425,22.641796,49474
113.872895,22.563814,45843
114.061345,22.520951,61228
114.191824,22.558382,74184
113.89801,22.54798,69865
114.149971,22.616613,53518
114.236646,22.710421,50487
113.886784,22.557155,75510
114.045893,22.556951,55706
113.864577,22.619037,54357
113.904208,22.549008,57874
113.889665,22.586068,46892
114.112732,22.534116,41644
114.089848,22.55067,82541
114.140109,22.560877,57300
113.861728,22.614594,51129
114.021731,22.525941,61929
114.043342,22.625286,40296
114.085983,22.532612,64863
114.202012,22.640703,29171
113.91417,22.489067,156811
114.135526,22.568664,52408
114.066645,22.563207,57316
114.057891,22.563534,54183
114.031425,22.641796,49474
113.88762,22.592329,59839
114.143555,22.624746,38911
113.849503,22.603327,63807
113.944859,22.525944,98734
114.064221,22.528101,44204
113.933206,22.508874,74429
114.120895,22.579823,47436
114.121774,22.596788,42988
114.174572,22.567993,56604
113.921311,22.48311,86551
114.12319,22.59586,47917
113.916027,22.575045,56849
113.883,22.565057,70997
114.033007,22.658033,42575
114.067638,22.523603,63454
113.984534,22.560899,63789
113.8694,22.575196,50697
