x,y
1.029080994,-0.708633879
0.375250727,0.557892083
0.912104151,0.713439141
0.040029821,0.158898551
-0.315704649,-0.248136706
-0.75664406,0.299848452
-0.318049916,0.236712757
0.113150766,-0.394663706
0.506845174,-0.304952645
0.126375068,0.109832068
-0.585974156,0.496223721
0.334357164,1.130211087
-0.825050467,-0.557428318
-0.182926124,-0.286159862
-0.158059164,0.676350433
-0.974123024,0.053934365
0.460028761,0.316716127
-0.311435797,-0.439924664
-0.167018325,-0.166443189
0.697573946,0.162496287
0.318337206,-0.469207708
-0.054215848,0.606575768
0.256881389,-0.634409835
0.199635904,0.420077912
0.831428224,0.082566794
0.137946702,-0.657481341
0.253136312,0.853019387
0.173775988,0.088751842
-0.188618824,-0.196688766
0.048809732,0.289153018
0.819372323,-0.095880955
-0.437796237,-0.141112137
0.060879999,-0.341780787
0.68106533,0.29009734
-0.117310543,-0.534967788
-0.526691404,0.073559838
-0.434891803,-0.08838215
-0.195063515,-0.170887345
-0.423675037,0.338764624
-0.130319696,0.210417617
-0.207209853,-0.125909356
-0.091525399,0.262594457
0.203528049,-0.826374798
0.312316564,-0.481335198
0.839102872,0.042512337
-0.034346827,0.759522826
-0.160419956,-0.580583987
0.735502859,-0.804968967
0.852164699,0.043147301
0.021622019,0.005391193
-0.16632866,-0.709348107
-0.911117709,7.42E-06
0.705631199,-0.139665196
-0.418791217,0.086742148
-0.561881397,-0.53531872
1.521882943,-0.291605273
0.117510654,-0.339034608
-0.016629305,0.572994169
-1.366109761,-0.257183551
-0.049895294,-0.185025799
0.488015867,-0.919211213
0.206934458,0.021708792
0.456161081,-0.311817908
0.9918661,0.441733137
0.584554257,0.497415531
-0.254368508,-0.190718665
0.352090089,-0.748800252
-0.099208137,-0.177378262
-0.269035394,-0.001598452
-1.427879328,-0.466211946
-0.394823426,-0.33470557
0.243907318,0.233657848
1.08401627,0.721788568
0.250347307,-0.633960062
0.310105102,-0.276402011
-0.482951605,-1.126182521
0.081327354,0.394572604
-1.039118771,0.315401872
0.24261341,0.457730702
0.348384389,0.0108888
0.092756958,-0.269346189
0.350366758,-1.016440803
0.155840514,0.317704841
0.380231181,0.608973131
0.921231813,0.318983093
0.556181421,-0.317449007
0.016331979,-0.38176118
-0.557224482,-0.05099536
0.209028911,-0.032697754
-0.200117619,0.210747607
0.746746551,0.621845417
-0.80354047,0.557062782
-0.207875894,0.17600382
0.211004187,-0.547088483
-0.075868268,-0.426061101
-0.303075558,-0.588323354
-0.152360534,0.525757624
0.31476805,-0.820850345
0.44758599,-0.499661028
0.330106316,0.098590526
1.13674176,0.429286374
0.586748786,0.189634407
0.143854864,0.345636311
-0.329885047,-0.16643334
1.459570065,-0.351233427
0.33870775,-0.859135944
-0.342160172,-0.026679708
0.093246042,0.665165009
-0.16219665,0.092216612
-0.137352109,0.702186775
-0.46675167,0.219929836
0.058422672,0.107839985
0.159580119,-0.41978197
-0.538771061,0.0865191
-1.616576066,-0.492651536
-0.127437326,0.552440021
0.014758915,-0.503455433
0.297136887,-0.302882632
0.029567584,0.618159623
0.206699447,-0.333969142
-0.548886087,0.559523874
0.355587629,-0.086471694
0.359444365,-0.187486169
0.125825535,-0.181362079
0.678637218,0.439851169
0.202234236,-0.750618477
0.132182135,-0.745054644
0.134021952,0.263717432
0.218465289,0.625852066
0.530061953,1.041236368
0.226095198,0.412884678
0.331599308,0.415721374
-0.568186777,0.561329441
-0.185248759,-0.352629628
0.738484795,-0.085542324
-0.611951875,0.06715048
0.129034194,-0.027034184
0.202501403,0.752585788
0.487901661,0.613568786
-0.174438368,0.739648804
0.07931272,0.603156027
-0.881627533,0.554176775
0.169298024,-0.749691403
-0.333282515,0.304949878
-0.119323312,-0.910575762
-0.593882641,0.038910179
0.192467661,0.23912066
0.333289758,-0.370096459
-0.152306945,0.722238989
0.912505532,0.161926889
0.335279685,-0.178042107
0.474316287,0.276068554
1.024701501,0.22458756
-0.325556805,0.615370667
0.404309636,0.482577308
0.493290307,0.780842301
-0.003085398,-0.158055971
0.159526179,-0.45866033
-0.505910951,0.778610752
0.235083774,-0.199734111
-0.350485166,0.221077731
0.406841431,0.390604618
-0.405715392,-0.739830007
0.159698744,0.257048254
-0.423261327,-0.412498108
-0.12288159,-0.432968885
-0.776429506,1.290038925
0.064217016,-0.801640339
0.492721695,-0.466077848
0.091623762,-0.817082317
-0.883114607,0.572630996
-0.310266848,-0.43663524
0.828021518,-0.078811397
0.904902693,0.255954104
-0.587518384,0.592387155
-0.183351629,0.83131247
0.176812724,-0.720018334
0.15957811,0.035919052
-0.289978495,0.800130637
-0.476639351,0.545121413
-0.089714293,0.264774967
0.504904107,0.219934526
0.011813307,1.097198919
-0.32451411,0.606299059
-0.252187111,-0.291665106
0.807195748,-0.061348399
-0.223479906,-0.557864114
0.381588381,-0.122614385
0.735859343,-0.167398611
0.221832452,-0.641331503
-0.210860935,0.398021896
-0.020000813,0.4117282
-0.246139984,0.894401351
0.613858559,0.487787184
-0.074776783,0.206012601
0.774991692,0.987468667
-0.280806268,-0.475571464
-0.323558625,0.283976177
0.07156608,-0.2209958
0.012094324,-0.881015045
-0.252225762,-0.880913061
-0.790698405,-0.099653193
0.015033211,0.237346339
-0.35828835,0.179997693
0.541305478,-0.066184264
-0.476342727,0.060539221
0.563241365,-0.019096907
-0.324521509,-0.436452986
0.146235039,-0.398553922
0.449351362,0.161735513
-0.259371178,0.828029158
0.277219276,0.031875076
-0.043986836,1.126494743
-0.567606465,-0.471933675
-0.135039805,0.171589012
0.809894939,0.09205977
-0.107065587,-0.11987935
-0.408891231,0.425902816
-0.027011462,-0.634480626
0.165070805,-0.074426971
0.477662307,0.011719428
0.571979939,0.430316318
0.050261199,-0.39963699
0.582287623,-1.418266361
-0.382129974,0.536122932
-1.172256702,0.487069317
-0.235841713,0.526927789
-0.257927745,-0.104702457
-1.158018076,-1.266959384
0.281235878,0.162190689
-0.39188757,0.764615467
-0.113026993,-0.24751277
-0.793551494,-0.374960276
0.273762101,-0.019050305
0.945613509,0.07684959
-0.439038555,-0.139842602
-0.056279456,0.369360518
0.974356532,0.620274296
0.466908166,-0.389811026
0.956529711,0.132524795
-0.002617029,0.029572263
-0.076130024,-0.569921691
-0.254815829,0.702620895
0.717286852,0.205506917
-0.642919266,0.566496663
0.153657108,-0.271680783
-0.023159267,-0.106355888
1.1259209,-0.119462997
-0.304016864,0.294423554
-0.754644085,0.119136263
0.116315885,0.684292866
-0.019824348,-0.161726199
-0.419562534,-0.102901304
0.066145544,-0.395054036
-0.137762373,-0.150430101
-0.339379321,-0.199403826
0.250417966,0.904852153
-0.165831156,-0.557840473
-0.917490125,0.518355715
-1.325870624,0.586787292
-0.290291086,-0.433725343
0.727093435,-0.368181859
0.41906469,-0.184096954
0.60752679,0.31416198
0.491252721,-0.208600722
0.157882012,-0.54800394
-0.753531314,0.574414881
0.102784894,0.055098107
0.798614045,-0.587617469
-1.698031767,0.419044174
-0.390676142,-0.085855621
0.55123232,0.072620699
0.26437251,-0.240046451
0.394697202,0.435262819
0.228549753,-0.36520433
0.269416558,-0.10475503
0.007321561,0.532795797
-0.458244568,0.738666624
-0.613407545,-0.346118078
0.018076434,0.168715429
-0.210696557,-0.669327335
-0.449682204,-0.255492924
0.208720659,0.38699098
0.076722368,-0.635769695
0.731641523,0.031483737
-0.560751249,0.061101406
-0.258894042,0.312691341
-0.037473544,-0.420382556
-0.703895041,-0.282117697
-0.142352934,0.527573733
-0.354085589,-0.225423109
-1.073819501,0.094096813
-0.14191858,0.516316042
-0.267036082,-0.27734357
0.566505097,0.059424746
-0.302034461,-0.046943545
0.278755798,-0.645410396
0.071314647,-0.19808445
-0.618430107,0.840388057
0.187071986,0.683536972
-0.053043062,-0.000682776
0.083030993,-0.84130602
0.329017424,0.396983393
0.05698146,-0.545829059
0.792579582,-0.155297196
0.05777672,-0.488727367
-0.62699952,-0.043015807
0.37093239,-0.016988771
-0.611450807,-0.398384592
-0.959447066,0.246128319
-0.404968195,-0.519366244
-0.372338614,0.221181236
-0.303752961,-0.406794901
0.803379783,0.161005034
0.817799723,0.121620604
0.363045548,-0.787020665
-0.636917463,-0.12949934
0.011573278,-0.517318572
0.243560617,-0.366020675
-0.068513752,0.214736109
0.085872741,-0.386847352
-0.472396957,0.273347729
-0.643810153,-0.215452464
0.703882869,0.408120978
0.133686345,0.404542266
-0.204198821,0.71500575
0.16263561,1.780387289
1.031240487,0.116751617
0.181333478,0.321853601
0.705702322,0.495636738
0.683772157,0.720423163
-0.203588074,0.543777317
0.381270865,-0.651154177
-0.325600412,0.041393533
-0.73682789,0.480775856
-0.600832898,0.668766768
-0.074360239,-0.154499169
0.898531214,0.056266365
0.052404359,-1.00069725
-0.401418987,-0.496144975
0.115187482,0.954370719
0.348987597,-0.508082784
-0.647600866,0.561881315
-0.527340109,-0.270399929
-0.970803745,-0.046843452
-0.634780297,-0.032879329
-0.443719405,-0.302063488
-0.145957881,-0.643455369
0.705047026,0.519021882
0.444320715,-0.477475755
0.13648716,-0.091646829
-0.283320733,-0.093984483
-0.020103469,0.52123174
0.273806123,-0.244668817
-0.252016661,0.268051398
0.529535065,0.026577715
0.548726783,-0.127670779
-0.583252315,0.310290761
-0.373455655,-0.769364924
0.603369367,-0.000186745
-0.84360994,-0.160025814
0.209854947,0.186703194
0.116749381,-0.520897404
1.597950599,0.215359155
-1.364840171,-0.429159581
-0.420397901,-0.082485373
0.337014334,0.234231726
0.837163255,0.140014747
0.419843542,-0.396210743
-0.714184218,-1.252408911
1.119694085,0.514467429
-0.878633112,0.208637762
-0.556508044,0.256050403
-0.021570195,0.330199977
1.112793454,0.941902818
0.253158294,0.111102235
0.365198026,0.125014431
0.864038797,0.07572865
0.492389984,-0.228698222
-0.612368938,-0.034516244
0.354863109,-0.149692757
-0.054609996,-0.228453027
0.891303948,0.347281471
-0.12172234,0.070789786
-0.763553511,-0.450383192
0.245917186,-0.046155053
0.17725183,-0.723957668
-0.008813174,-0.372251604
-0.528275161,0.223306766
-0.419457333,0.407937038
-0.006312858,0.372640466
0.519055073,0.2196932
-0.182228857,0.301642734
-0.435724736,0.943706202
-1.352101513,-0.331392803
0.247124918,0.201088646
0.213670162,0.935767085
0.65459543,-0.757031301
0.733361321,0.046156877
-0.071528033,0.041437017
0.649256863,-0.214229732
0.000656774,-0.71552222
-0.338205038,0.182238177
-0.424098298,0.021846438
-0.17347055,-0.681065704
0.113739722,-0.501125058
-0.013700702,0.094326206
0.100438895,0.493969738
0.099471336,-0.24574767
0.357299678,0.234072448
-0.136590887,-0.563792359
0.817673729,-0.177479541
0.218846943,0.13774296
-0.596767925,0.064914874
-0.138324902,-0.847892996
0.257941525,0.053501898
-0.205527666,0.972991743
0.172497525,-0.385233478
0.21719793,0.846242637
0.651738842,0.279131674
-0.325847955,1.033177932
-0.008440431,0.001951001
-0.283846228,0.646189242
-0.563566435,0.673173727
-0.924485156,0.103634583
0.097764528,0.89889692
0.300782613,-0.241538552
0.31957908,-0.679443205
-0.694996409,0.476836155
-0.564838927,0.891436932
-0.570577097,-0.111434254
-0.34433575,0.738460907
0.085098909,0.035817093
0.297241714,0.395189427
-0.407516325,0.263770456
-1.432173419,0.360298905
0.476911741,0.146773052
0.307642385,-0.044023911
-0.35043535,0.301579447
-0.536830671,-0.845966722
-0.149995598,0.548357431
0.054053281,0.933202526
0.361600382,-0.459984038
0.695047548,0.176147501
-0.424441699,-0.784719219
0.145361422,-0.5183087
0.667088017,-0.443141203
-0.450671078,-0.344211331
-0.111381706,-0.005765621
-0.885734014,0.381177976
0.143711125,-0.269503839
-0.320595881,0.341568864
-0.462468821,-0.196021386
-0.389988735,-0.342048345
0.222251687,-0.091161602
-1.081234501,-0.255429284
-0.21275545,-0.455422776
-0.50685883,-0.420829148
-0.481059514,-0.46523624
0.237317314,-0.64607967
0.175877135,-0.032635275
-0.053510178,0.685108085
0.268758628,-0.457003638
-0.301052449,-0.07566182
-1.011648823,0.817510001
0.57721064,-0.154364997
-0.115346499,0.459500728
-0.182544384,0.389374357
0.078758965,-0.963976952
0.382966111,-0.311266935
0.213043483,-0.341227882
0.4636327,0.232626741
0.023067296,0.646185316
-0.252142822,0.4528224
-0.150224704,0.198014073
0.411457989,-0.880578541
-0.424634398,0.307187098
-0.476805048,-0.520294883
0.156739358,-0.55219311
0.306236654,-0.373066949
-0.845541614,-0.340063661
0.392349314,0.610846451
0.005962568,-0.296538313
-0.090627644,1.024938842
0.553477201,0.435891117
0.739697435,-0.211744726
-0.57369972,-0.473934393
0.505827188,0.123427015
-0.316034597,-0.076769554
0.06618066,1.477837807
0.240463032,-0.587455882
0.066588814,0.516076786
-0.731432231,-0.223520816
-0.25320089,1.258782924
0.769831619,0.170645814
0.086396809,0.004915159
-0.417911962,0.109518129
-0.327964352,0.604186104
0.528783043,-0.077461972
0.173041745,0.551188106
-0.448593271,0.874252939
0.003132606,0.10375089
0.298335255,0.390668472
0.861275904,-0.29346271
-0.440874742,-0.88969879
-0.189972978,0.067296871
0.498055008,-0.193035052
-0.229560446,0.458074476
0.730132873,0.438084369
0.521623088,-0.328871664
-0.829520485,-0.638304992
0.211978888,0.249221144
-0.709581463,-0.366745236
-0.732346228,0.013005
0.035210486,-0.013187204
0.028349111,-0.413162718
-0.016354089,-0.404653924
0.632140612,0.416113791
0.147493943,0.644329175
-0.33654341,-0.654345391
0.059794146,-0.302876761
-0.257198254,-0.149472323
-0.034055787,0.261917191
-0.574005956,0.988600992
-0.05762224,-0.296815437
0.051468196,0.111635748
-0.350871744,-0.416889006
0.020615312,0.661748906
-0.324384175,0.012324027
-0.32200393,0.339803991
-0.102219413,-0.279553244
0.245420459,1.061394406
-0.102668494,0.437572496
0.095345662,0.12359354
0.485012096,0.745455986
-0.142630539,0.407033366
-0.051809634,-0.30226001
0.255627271,-0.15149162
-0.629081225,-0.682710804
0.271912984,0.12344797
-0.267481793,-0.149173107
-0.569023013,0.30997967
-0.884001885,-0.072337638
-0.357489101,0.084861247
-0.585101132,0.380915807
-0.589224074,-0.013489589
0.813645669,-0.037835384
-0.606073333,-0.918534293
0.498754959,-0.432801785
0.272622821,0.010712547
-0.442394558,0.633351348
-0.305615349,-0.328496602
-0.205099756,0.376611611
0.095204685,0.20885898
-0.174162464,-1.06039711
0.413423765,0.055748082
-0.146343451,-0.131222843
-1.082673105,-0.025414993
-0.048108388,0.693470151
-0.925978423,-0.907151875
0.468905568,0.392992596
-0.373843241,-0.772545875
-0.557620718,0.262854327
-0.295753208,0.498449458
0.292615342,0.23955823
-0.9592791,-0.089836026
0.126908396,1.086572245
-0.486120883,-0.097107128
-0.004256724,-0.482815452
0.339520956,0.981453028
0.284815683,0.337805374
0.751480831,-0.824879999
0.064542701,-0.130094009
-0.350591476,-0.473035119
1.076853608,0.635683718
-0.151623069,-0.272444189
0.403789888,0.340050217
0.465495733,-0.031813145
0.227451049,-0.040228633
0.712710345,0.229615727
-0.104495586,-0.168633763
-0.61570139,-0.133596868
-0.180301789,0.000544353
-0.27360665,-0.500590293
0.163998004,-1.158766331
-0.466649916,-0.517810214
0.340405412,0.826000566
-0.5819412,0.628834368
0.877724755,0.587261695
0.724818682,-0.121201439
-0.224397471,0.098131327
0.070033644,-0.685417518
-0.186825164,0.249006367
-0.603217059,-0.839466835
-1.330672987,-0.344121603
-0.012547247,-0.070656308
-0.017186629,0.245732908
0.82117952,-0.030784117
-0.997731074,-0.141914947
-0.331085379,-0.026489416
0.440018996,-0.88339951
0.17119371,-0.689563088
0.060876928,-0.383837351
-0.310380517,-0.361218868
0.100472634,-0.12943327
-0.117952674,0.281297209
0.056830557,-0.04058035
-0.288964598,-0.487703078
0.594282443,0.148869639
0.529968139,0.360366205
0.668379105,-0.586286879
-0.183584586,0.020117791
-0.152168352,0.77474067
-0.175139812,-0.558185018
0.687072381,0.238952866
-0.149860246,-0.376296811
0.048817572,-0.551233645
0.190594014,0.056912195
0.339106278,0.904478391
-0.133836636,-0.121247906
1.172982832,-0.896575937
-0.463747328,-0.480935288
-0.713278587,-0.377502322
0.021151332,-0.193688693
0.883721735,-0.274138939
0.026375164,-0.21096708
0.05486302,0.548698902
0.431601308,0.524406536
-0.049486602,-0.281438666
0.051848273,0.152518625
0.604242438,0.594673224
0.046873011,0.167150946
-0.376098259,0.014160457
0.19746211,0.650741337
-0.545760217,-0.249020234
-0.729146212,-0.279686479
-0.061356142,0.210262519
-0.550464596,-0.49001982
0.290461536,-0.080791773
-0.073473745,0.754883644
-0.383167308,1.1610538
0.811448789,0.061512952
-0.054970272,0.064799772
0.710852427,-0.963325034
-0.056710524,0.340999292
-0.164640471,-0.540448324
0.186730492,-0.051923255
0.514944065,0.211845138
1.352887524,-0.623385455
-0.517472936,0.883495116
-0.091714929,0.208923793
0.538885654,0.712130074
0.170810113,-0.307906001
-0.093671812,-0.384845832
-0.651429554,0.998285968
-0.139329131,0.063694334
-0.092376954,0.198107405
-0.040888749,0.817062246
0.806120897,0.00075734
-0.23096992,0.183022747
-0.78802515,0.329701402
0.248216537,-0.622317181
-0.055976892,-0.069228655
-0.1021732,-0.372866036
0.317784081,0.86272408
-1.453336977,-0.171405745
-0.276829126,0.297743929
-0.076725914,-0.020943758
0.302645258,0.252381158
-0.130503298,0.138862665
-0.502569231,0.259594544
0.186283057,-0.230847014
0.009723088,0.013553091
0.055264408,-0.445533035
0.578285218,-0.239959484
-0.27111023,0.449761062
-0.624600642,0.158468969
-0.640006298,-0.012347786
-0.511966394,-0.184346488
-0.69382529,-0.517778883
-0.024610557,0.571178961
0.905480365,-0.035012125
-0.049755033,0.07502896
0.388618562,0.793104771
-0.551298163,-0.091643361
-0.110822391,0.472851958
0.283047481,-0.923318553
-0.177479673,0.3730407
0.392631301,0.674431619
0.347023689,-0.185648296
-0.316364948,0.326901718
-0.385979321,0.041041556
1.178908694,-0.054984518
-0.096274668,0.186892197
0.003309667,0.482276933
-0.027273012,0.372340756
-0.28410344,-0.210981842
-0.463487972,-0.068745628
-0.567867591,-0.875703723
0.45698117,0.20159724
-0.493031417,0.34106918
0.333742707,-0.186273058
0.703297745,-0.079220228
0.57888948,-0.081717613
-0.069376599,0.020945744
-0.269660925,0.069886591
-0.53944675,0.88544314
-0.00928107,1.125006476
-0.116307843,-0.302194342
0.078146771,0.427866552
-0.302004877,0.699196356
0.31451756,-0.161370817
0.357084785,0.657409997
0.537943051,0.376004995
1.124877759,0.560990737
0.098945299,1.092869736
-0.287773159,0.143568494
-0.038660433,0.388144527
-0.813959945,0.386666473
0.064961577,0.226850446
-0.212836567,-0.50703055
0.203005874,0.68600055
-0.134405093,0.437898273
-0.690492268,0.158766281
0.018291661,1.024752509
-0.676622266,-0.195548125
0.448503097,-0.289743841
-0.914679856,0.208264378
-0.070938472,-0.798582949
0.228990889,-0.083952321
-0.759808757,0.030732384
0.699527657,0.708198445
-0.442669595,-0.54471196
-0.253165146,0.011312115
0.081666053,-0.474847599
-0.168571928,0.506169229
-0.517975766,0.231611339
0.204668964,-0.895392455
-0.262111729,-0.349353208
0.253250187,0.654924035
-0.252361431,0.370305859
-0.478625164,-0.038837717
-0.047317179,0.1935121
0.324719659,0.133078938
0.1211609,0.414693602
-0.029467045,0.360285799
-0.973897036,-0.572835861
0.725721816,0.468612388
-0.019969839,-0.113846026
-0.431998846,0.647907956
-0.10084512,0.125705413
0.130627781,-0.10026705
-0.759175692,-0.575014602
0.358654316,-0.093672899
0.123416364,0.060645395
0.601383523,0.132932173
0.493019635,0.248907736
-0.2689703,0.047231403
-0.245141371,0.398522993
-0.497758086,0.596112113
-0.180851464,-0.108955794
0.472177406,0.248463147
0.896103506,0.203511134
0.464204698,-0.353920469
-0.914968835,0.043313159
0.410939053,-0.096304273
0.518134381,0.602003612
0.308710072,-0.048681936
-0.427465182,0.144278138
0.532255259,0.22268212
0.364740729,0.548116411
0.331328292,0.759686843
-0.190703601,-1.188980513
0.422945889,-0.11161561
0.055795942,-0.043680386
-0.033885131,-0.533156109
0.743549048,0.442233699
0.378611688,0.293479047
-1.437021247,-0.565000179
-0.213271225,-0.409113951
-0.743703148,0.043029387
0.294395823,-0.566406553
-0.221299755,0.206872325
0.450652401,-0.677095879
0.23391417,-0.236438608
0.011020159,0.737701528
-0.042553916,1.244137393
-0.180633571,0.333612426
0.099753251,0.445676448
-0.554127127,0.865301897
0.336397035,0.210536445
-0.197056817,-0.412049618
-0.371983793,-0.14764969
-0.163056738,-0.281037888
0.937334413,-0.515009224
-0.878999573,-0.86962263
-0.174430455,0.056257126
0.053294615,-0.178367987
-0.268829391,0.099886884
-0.205634566,-0.634370039
0.191174169,0.341620806
0.111257044,0.136733765
-0.336877254,-0.258302771
0.283716457,-0.034546018
0.089741827,-0.143640953
0.343170875,0.132112555
-0.663631831,-0.587232206
-0.383958219,0.237381928
-0.096351254,-0.50046242
0.479525599,0.453957363
-0.264515681,0.615490424
-0.516443495,-0.192922992
0.385872745,0.437344514
0.232678332,0.01784811
-0.612835533,-1.04199187
1.02333862,0.133439885
0.749337224,-0.458825362
-0.694474542,-0.537759408
1.076688232,0.67994973
-0.86455837,-0.098126804
0.051021243,0.880915006
-0.570639564,-0.245497612
-0.188504544,-0.097630424
-0.174391049,-0.029731842
0.161442541,-0.235781258
-0.562169809,-0.279941946
-1.378524861,0.217237016
-0.04790555,-0.519064956
-0.373349902,0.494602265
0.105390709,-0.983324882
-0.424254904,-0.624788077
0.396132383,-0.461118006
0.014593716,-0.129735393
0.301694006,0.143870924
-0.497470052,-0.863515615
-0.105666229,-0.095984892
0.172010544,-0.225881726
-0.044689264,0.647125936
0.827018733,0.541458823
-0.981454357,0.176163663
0.378062756,-0.461677689
0.007209329,-0.491631473
0.472856902,-0.313876116
-0.049404246,0.509582522
-1.369877122,0.618867547
0.210152925,0.074255615
-0.109189631,-0.560127718
-0.494677665,0.219098834
-0.328234448,-0.313820162
0.027831774,-0.049848367
1.226031722,-0.312891493
0.094086787,-0.006213868
-0.489848184,0.155005241
0.951805234,-0.051502128
-0.219259891,-0.18799107
-0.414863048,-0.057019598
-0.623615659,-0.633630208
-0.336904582,-0.316696508
0.967583632,-0.265070798
0.453280717,0.07866059
0.368263386,-0.85767441
0.073312652,-0.534207929
0.141560398,0.021605123
0.29463836,-0.205723551
0.107924738,0.241875528
0.077526617,-0.202731816
0.476913318,-0.03475542
-0.082926351,0.065333473
0.127501873,-0.507183736
-0.44873618,-0.232829471
0.791985052,-0.123156782
0.696379314,-0.591342723
-0.906129116,-0.069832961
-0.108159839,-0.177831635
0.274928028,0.113902884
0.241368119,-0.280671753
0.380424364,-0.185618776
-0.222829008,-0.114124526
-0.60266671,0.011695955
0.15073337,-0.102450831
-0.769572612,-0.5247008
0.317685362,0.008444551
0.351475887,-0.15317145
-0.952941432,0.080950837
0.469460725,-0.258707363
-0.112246053,0.19667412
-0.336908388,0.964146396
0.222893722,-0.039475689
0.640308553,0.638383885
0.782565067,-0.062544927
-0.600273018,-0.167325783
-0.218847483,-0.807057176
0.073190741,-0.624041687
0.033009538,0.864096475
-0.222518008,1.149147093
-1.171056193,-0.195664651
-0.139191184,-0.159744681
-0.590901816,-0.649236335
0.016562636,0.421204879
-0.418858506,0.031898273
-0.05880554,-0.185674573
-0.370761286,-0.658626678
-0.204173485,0.493300323
-0.18888538,0.070341796
0.664183356,0.236022376
0.358218153,0.012228536
-0.116144594,0.561518813
-0.61311345,-0.064993515
0.523769045,0.221624959
-0.718203593,0.185322335
-0.591234464,-0.266863129
-0.388102418,-0.292068741
-0.486156755,-0.933659297
-0.451828781,0.660680671
0.643601973,-0.551723718
-0.0530938,-0.545629578
-0.357935477,-0.145483243
0.335861098,-0.280201689
0.098816813,0.451490671
-0.610048363,0.040965179
-0.28048256,0.323216585
0.266866317,-0.304411594
0.975157732,-0.809467633
0.790971615,0.475038003
0.418893761,-0.449299152
-0.006534831,0.55872541
-0.862897981,0.145939342
-0.365426787,-0.65810161
-0.107706933,0.019928669
0.245103334,-0.23675817
0.029696712,-0.246661713
0.029156026,-0.538767352
0.919181553,-0.090338242
0.19382545,0.46896026
-0.140275362,-0.045462411
-0.214258869,-0.450338221
0.047662468,-0.164596366
-0.406665704,-0.204660229
0.684095039,-0.028453093
-0.143768015,-0.63801497
-0.264276212,-0.013796375
-0.436506462,-0.478743063
0.467946536,0.534279814
-0.638633662,-0.083798825
-0.234369919,-0.206885623
0.156258137,-0.773715062
-0.054161151,0.753928395
0.125395209,0.137501815
-0.658096697,0.138367407
-0.215037725,-0.30076371
-0.852054849,-0.043750787
-0.421068683,-0.406690565
0.574125298,0.469308826
