value,lat,long,country
363,43.94107785,119.3748928,PETER
365,37.69112475,123.6004315,PETER
367,35.73642418,118.3861816,PETER
368,38.40493596,116.3968892,PETER
369,42.6787443,120.0625374,PETER
370,39.24903938,118.113625,PETER
371,38.04994393,121.7932967,PETER
372,37.57814549,123.932938,PETER
374,37.20631602,119.2509804,PETER
375,35.31733351,119.6774106,PETER
376,37.30559515,119.2006634,PETER
379,37.39646346,123.1886065,PETER
380,40.16192408,122.3909875,PETER
384,37.8165871,120.4983295,PETER
385,38.90873919,119.0969114,PETER
389,36.66866345,123.0697595,PETER
390,34.7564192,120.0677925,PETER
391,37.93008371,122.7274678,PETER
392,37.8293226,123.1955766,PETER
393,39.51647537,119.619602,PETER
394,34.86803296,118.8962054,PETER
398,38.19785877,120.2442316,PETER
400,35.75844969,119.0996724,PETER
403,37.36716722,118.0958549,PETER
404,37.37058796,123.7360186,PETER
405,37.09546234,117.349724,PETER
408,37.82425849,121.65286,PETER
409,38.52774542,123.5569932,PETER
410,39.80535564,120.9007841,PETER
412,39.22951296,120.3328218,PETER
413,38.46995524,119.7259886,PETER
414,38.0997729,119.6258636,PETER
416,36.31832394,119.4178503,PETER
418,40.14690016,123.9332636,PETER
420,36.13499884,121.9602645,PETER
421,40.46913368,121.7878337,PETER
422,38.47134275,120.4364326,PETER
423,37.80673007,121.8840413,PETER
424,38.19567192,118.5680067,PETER
426,37.49909724,122.6136012,PETER
427,38.96314508,122.1215015,PETER
428,41.97055097,121.5344687,PETER
429,37.68383449,121.7375647,PETER
431,41.19627498,114.4625261,PETER
433,38.92277694,124.156999,PETER
434,38.26475241,123.7469664,PETER
436,37.77817754,121.6707914,PETER
437,35.93909387,120.3466429,PETER
441,38.7668126,120.8326576,PETER
443,35.40833921,117.0982634,PETER
445,39.88807379,116.4583162,PETER
447,42.90592183,121.0129551,PETER
450,38.11416588,120.2590013,PETER
451,37.71783957,118.5154057,PETER
452,38.97985069,118.3078214,PETER
454,41.99224557,118.5376659,PETER
457,39.14789946,119.056575,PETER
459,39.53973055,126.4093299,PETER
460,43.36755384,112.4629407,JACK
462,43.34568125,107.9321296,JACK
463,43.70579967,108.3103088,JACK
464,48.76830513,112.0219656,JACK
465,42.44617132,109.0093725,JACK
466,42.74052684,107.9247882,JACK
468,47.82819353,108.3435895,JACK
469,47.14780972,115.4305204,JACK
470,46.66994926,110.8254881,JACK
471,44.11328573,107.2896483,JACK
478,42.0817807,108.6716596,JACK
479,45.08852711,107.5951189,JACK
481,44.52589658,112.1449573,JACK
482,47.99257729,107.8883879,JACK
483,49.02022289,112.5690056,JACK
484,45.05255784,109.2920636,JACK
485,40.66530974,110.7265486,JACK
486,48.88708896,111.0381836,JACK
487,43.24150634,106.5334571,JACK
489,42.35324501,109.7365555,JACK
490,45.52475185,108.1564999,JACK
491,46.58177695,109.6133156,JACK
493,44.05894277,108.0366413,JACK
494,43.89476002,108.6263059,JACK
496,45.00384174,110.5663662,JACK
497,43.78536428,107.0316617,JACK
498,41.52345646,109.346297,JACK
499,49.23147103,109.3572695,JACK
501,45.84515231,108.2911694,JACK
502,42.75183001,110.3659771,JACK
506,47.7360431,108.4517993,JACK
509,46.71531432,107.7367699,JACK
511,44.35356265,107.7814798,JACK
512,45.12878761,106.2219992,JACK
513,45.31199135,109.6332161,JACK
516,45.5809037,109.2349025,JACK
518,48.20189884,108.4783574,JACK
519,45.23934537,108.1928555,JACK
520,45.37177424,108.9972381,JACK
528,43.81741017,108.9197693,JACK
529,43.93950764,107.5380772,JACK
530,45.70710351,107.4726024,JACK
531,44.43397829,106.7306148,JACK
532,45.85209432,110.2291481,JACK
533,44.71228341,109.027773,JACK
534,45.50602525,108.2389036,JACK
535,43.64874493,107.1561258,JACK
537,45.38281326,109.6788428,JACK
538,46.24189673,111.5418974,JACK
539,45.99790369,109.2280342,JACK
540,43.71679397,108.7264039,JACK
541,49.31971088,109.7211571,JACK
542,45.2945863,110.7560824,JACK
543,47.92293494,109.4544404,JACK
544,47.43827291,108.7512369,JACK
545,47.97136906,109.4743788,JACK
546,47.12608418,111.034385,JACK
549,45.54286982,108.9708505,JACK
552,46.36395773,107.7462237,JACK
553,44.9476754,107.5721767,JACK
554,44.1300063,108.7809612,JACK
556,43.53401825,107.2413778,JACK
559,52.74890399,110.8492327,JACK
560,41.97946406,109.7891617,JACK
562,45.92098283,109.8268738,JACK
563,43.4118199,112.6245617,JACK
564,45.35833266,108.7956947,JACK
565,46.16868043,109.2779274,JACK
566,41.70848784,110.8413612,JACK
572,46.6004294,109.1213299,JACK
576,45.53102518,109.2109531,JACK
577,47.89403308,108.2703059,JACK
578,44.67307224,109.2222845,JACK
579,43.04635117,110.0143409,JACK
580,47.04841988,108.3266487,JACK
581,45.31694505,108.8032036,JACK
582,42.6901916,108.610052,JACK
583,47.4764584,108.8285011,JACK
585,47.86324444,110.7330608,JACK
587,46.09687667,107.835921,JACK
588,47.60075498,114.1619947,JACK
591,46.28871623,108.7569277,JACK
592,43.35874481,109.3968573,JACK
594,46.58091819,112.6997528,JACK
595,45.16655317,106.4561371,JACK
599,43.18530474,107.408827,JACK
600,42.06366161,107.4976084,JACK
601,46.3770065,109.5679652,JACK
602,42.95049104,107.245462,JACK
603,43.08888779,111.7413803,JACK
604,46.75199977,110.7689625,JACK
606,42.46312852,109.8333949,JACK
607,43.66506013,107.646511,JACK
608,48.9206274,112.0583911,JACK
610,48.27598537,113.7472442,JACK
611,44.54479907,108.6640593,JACK
612,42.14707047,111.2737614,JACK
614,44.31467162,108.8839432,JACK
616,45.96411447,107.7872068,JACK
619,46.53613719,108.6674829,JACK
620,46.52690704,108.7879341,JACK
622,45.45125871,106.9279766,JACK
623,46.47211248,109.4036796,JACK
624,45.00887946,109.8862895,JACK
625,45.84959404,107.0780431,JACK
626,49.80042311,111.9614179,JACK
627,47.67160877,111.2022488,JACK
629,45.15955259,108.7323157,JACK
631,44.79611598,112.6251124,JACK
632,44.77563626,108.2081234,JACK
633,46.62629897,109.768203,JACK
635,40.5958703,110.575871,JACK
637,43.71377389,111.1991167,JACK
638,45.92766836,107.1622647,JACK
639,43.71358237,112.9025215,JACK
641,49.00247538,109.3195065,JACK
642,45.78479159,109.1021629,JACK
643,49.78461822,109.4439692,JACK
644,44.33281708,108.8775404,JACK
645,47.14704372,107.8351724,JACK
646,47.77170968,112.2794635,JACK
648,47.12794883,108.6131844,JACK
649,45.13445277,108.1146864,JACK
650,44.40367401,108.0571878,JACK
651,48.55397081,109.1830514,JACK
653,44.88994922,111.3431337,JACK
656,48.51621165,108.8502975,JACK
657,44.04588714,105.9422844,JACK
660,44.96494256,106.1101028,JACK
663,43.44155166,108.8202278,JACK
664,44.99430126,109.6460107,JACK
665,45.28408842,109.5114471,JACK
666,45.12641473,111.5761209,JACK
667,44.68776888,110.2386952,JACK
668,46.4752687,108.161561,JACK
669,45.93673291,108.1446596,JACK
672,47.22655543,109.7868973,JACK
673,45.5202619,112.8699795,JACK
674,44.08886116,111.3768728,JACK
675,43.92554352,109.2075113,JACK
676,45.52950012,106.908628,JACK
677,45.99459034,108.1484098,JACK
678,46.66593971,110.228757,JACK
680,44.70952816,110.4524073,JACK
682,44.79477124,112.3602481,JACK
683,44.21685432,107.272782,JACK
684,47.34374833,108.9596467,JACK
685,44.01833911,108.0026289,JACK
686,47.3626239,108.9937152,JACK
687,46.37893191,108.6508629,JACK
688,47.00782884,108.8292609,JACK
690,44.5713747,110.6414046,JACK
691,43.86447228,105.6142584,JACK
692,45.98902952,108.0625531,JACK
694,43.94982307,109.3161344,JACK
695,45.41704274,109.4699538,JACK
697,45.21373468,106.7840041,JACK
698,45.72159294,109.1780543,JACK
700,47.53055352,109.3358252,JACK
701,42.56657817,108.580743,JACK
703,43.91564144,112.2631928,JACK
704,51.45824179,111.4732318,JACK
705,44.36537508,108.5140851,JACK
709,45.73872901,107.9974274,JACK
711,44.17087574,108.4165145,JACK
713,44.81757481,107.2209685,JACK
715,43.96852555,107.2073085,JACK
716,47.88129548,111.6047224,JACK
717,44.36871341,113.5764698,JACK
719,45.35213004,107.4933096,JACK
720,47.21929568,108.2753324,JACK
721,44.24926539,109.3507814,JACK
722,43.13260959,110.9328055,JACK
723,41.87116163,108.8126201,JACK
724,47.11518275,107.967843,JACK
727,46.85267037,110.007391,JACK
732,43.72770412,113.7794812,JACK
735,43.75723127,107.9769287,JACK
736,41.55295271,109.59842,JACK
738,45.28810625,109.320766,JACK
742,47.07667361,108.5025258,JACK
743,44.95503506,107.4110202,JACK
744,44.06255349,106.5784788,JACK
745,44.86954548,108.2349586,JACK
746,45.10257254,107.5836792,JACK
748,48.43655978,109.4112334,JACK
749,44.49013671,110.0633209,JACK
750,49.42692331,111.2645666,JACK
754,47.4561509,109.3526502,JACK
755,45.24248188,107.8993449,JACK
756,46.21082895,112.4754839,JACK
757,45.12061145,109.0832417,JACK
758,49.9042342,109.6128278,JACK
761,44.1422183,108.979485,JACK
768,44.96495849,106.8872943,JACK
769,46.88284633,107.7706601,JACK
770,51.91446461,113.0106946,EELIN
774,51.37572963,115.2893246,EELIN
777,55.42144887,112.8429333,EELIN
786,54.67534554,111.5564911,EELIN
787,57.56987406,113.4620853,EELIN
788,51.53657305,116.8522876,EELIN
789,56.87674846,114.418805,EELIN
790,52.45821265,116.0290814,EELIN
792,49.66043647,110.9928121,EELIN
793,54.66672093,114.9007951,EELIN
794,55.64177783,112.3805425,EELIN
803,52.69536753,115.9033055,EELIN
804,54.05533235,119.7692294,EELIN
805,54.96054741,113.890265,EELIN
806,53.12385843,113.6360721,EELIN
807,50.77007051,114.4503375,EELIN
808,57.19280644,114.6832688,EELIN
811,54.24878525,115.1283541,EELIN
812,53.46314637,113.3341437,EELIN
814,53.68858402,113.4860346,EELIN
817,53.89705466,112.2586908,EELIN
818,51.97591583,114.4377956,EELIN
822,54.54181137,113.6128504,EELIN
827,53.6183747,120.0272184,EELIN
829,54.20241348,111.4681552,EELIN
832,54.97363231,114.4410244,EELIN
833,50.69717848,112.3186502,EELIN
834,52.31892411,112.4256915,EELIN
835,54.1479302,113.8192006,EELIN
838,50.43890228,116.119335,EELIN
839,54.62112264,114.6762224,EELIN
842,53.32499891,112.4798708,EELIN
843,52.02839482,116.9111058,EELIN
844,55.25489723,112.5616275,EELIN
845,55.20578985,115.0675735,EELIN
846,55.47394345,114.655292,EELIN
848,52.83244413,115.1938378,EELIN
852,55.56792693,114.4909088,EELIN
857,53.4543514,114.0316511,EELIN
858,53.2986641,115.2796238,EELIN
860,56.61727591,113.9341714,EELIN
862,51.31613643,111.6113083,EELIN
863,49.96712033,111.6023696,EELIN
865,53.53136747,112.1899841,EELIN
867,49.64244115,116.7478257,EELIN
869,52.2116784,115.3265223,EELIN
874,54.40292283,115.1314372,EELIN
877,54.67127803,113.9516035,EELIN
879,55.50403279,121.0220098,EELIN
880,55.62889899,114.1529269,EELIN
881,51.03357018,116.1693025,EELIN
882,54.68946399,114.8518171,EELIN
884,52.90356135,120.4917544,EELIN
885,50.86527951,115.2688842,EELIN
887,55.89354634,112.9519942,EELIN
889,51.28023723,117.0670949,EELIN
890,52.86914282,114.3982916,EELIN
891,56.12263731,115.0080948,EELIN
893,54.671079,111.9883242,EELIN
894,55.88978551,114.269232,EELIN
895,53.04418132,111.8487447,EELIN
896,53.88472576,113.8080643,EELIN
897,55.89075223,114.8897734,EELIN
898,50.16060358,114.1259826,EELIN
900,54.72940087,113.5402797,EELIN
903,52.04873521,118.1713691,EELIN
906,55.04751592,119.9998374,EELIN
909,52.98364188,114.0778339,EELIN
911,53.96013319,115.158919,EELIN
914,52.70839825,113.8325567,EELIN
917,53.86172095,110.9069698,EELIN
919,56.32550246,114.823494,EELIN
922,51.81967743,110.8503685,EELIN
924,55.21878582,112.4649006,EELIN
925,55.07233552,114.9718012,EELIN
926,52.98593547,119.7427926,EELIN
927,54.62392754,113.8312418,EELIN
928,51.0509299,111.2634661,EELIN
930,55.39456324,114.5607372,EELIN
933,52.82204995,115.0563807,EELIN
935,58.45557937,114.7788271,EELIN
936,56.55379236,114.6645704,EELIN
937,56.17801673,113.7680226,EELIN
939,52.99389517,114.701375,EELIN
940,52.26920642,119.2774879,EELIN
941,55.30967432,112.7088898,EELIN
942,55.64571812,114.7514646,EELIN
943,52.42907421,111.6841099,EELIN
947,51.93903577,115.755712,EELIN
948,55.62874499,114.1725283,EELIN
950,57.40919076,114.8747884,EELIN
951,57.54481139,114.0992208,EELIN
952,54.05582123,115.38068,EELIN
953,54.55056201,112.4771288,EELIN
955,53.3785721,112.5490271,EELIN
956,54.87389892,114.6198943,EELIN
959,55.20013535,114.5792789,EELIN
960,55.54300612,111.8877526,EELIN
962,59.11025225,113.842721,EELIN
964,56.31191894,112.549456,EELIN
966,53.21299464,112.7037702,EELIN
969,54.1178144,114.6946557,EELIN
972,56.97525652,114.2163944,EELIN
974,55.43291319,113.5595037,EELIN
975,52.74954888,114.6649821,EELIN
977,52.58276354,114.5502841,EELIN
978,52.38993405,114.5476516,EELIN
979,54.18978341,114.3466485,EELIN
983,57.61030038,113.7235603,EELIN
984,53.72017764,112.5066705,EELIN
987,55.67039707,114.0038581,EELIN
989,50.73815395,111.4648344,EELIN
993,53.25189913,122.3720628,EELIN
994,56.53977417,113.5129054,EELIN
996,53.00520307,112.347901,EELIN
997,56.63754581,114.2914855,EELIN
999,56.10401327,122.3571624,EELIN
1000,56.28304255,113.9522163,EELIN
1004,51.75910921,122.492033,EELIN
1005,52.01939173,118.8575162,EELIN
1007,51.89917812,116.4312369,EELIN
1009,53.65358763,114.1737425,EELIN
1010,52.95180047,115.0033222,EELIN
1016,54.10218279,114.245058,EELIN
1018,54.65161626,113.284857,EELIN
1020,53.74835093,113.4814419,EELIN
1021,56.21070877,114.2674523,EELIN
1022,52.96771141,112.8760177,EELIN
1025,52.80573376,113.4888215,EELIN
1028,54.21136757,121.0125232,EELIN
1029,52.71665376,115.6988146,EELIN
1030,57.41184342,113.8133724,EELIN
1031,55.25286436,113.6237053,EELIN
1032,56.0832582,113.6231563,EELIN
1033,54.61869601,111.8078047,EELIN
1035,55.37188166,113.9566359,EELIN
1036,54.23261215,121.8541075,EELIN
1037,55.06274328,112.6001508,EELIN
1038,56.38450093,115.0348895,EELIN
1041,49.73627627,116.0229447,EELIN
1044,54.43223619,121.981885,EELIN
1045,55.78079454,111.456313,EELIN
1048,53.20510653,112.4673572,EELIN
1052,52.62917542,115.2808253,EELIN
1056,54.3140221,113.3841439,EELIN
1057,52.58531584,112.263045,EELIN
1061,55.84822648,114.6057822,EELIN
1063,54.23081364,119.9306116,EELIN
1064,54.22217561,114.2084547,EELIN
1066,59.12308162,113.6782891,EELIN
1067,53.36633126,114.0408944,EELIN
1069,51.83482381,115.1460383,EELIN
1074,50.98309924,115.3104567,EELIN
1075,55.64975419,113.447824,EELIN
1076,55.74471566,125.6375929,EELIN
1077,55.36575087,114.2261248,EELIN
1079,53.52212897,115.6352918,EELIN
1081,55.20893057,113.0069904,EELIN
1082,57.25609645,113.7660966,EELIN
1083,56.45976707,114.0992319,EELIN
1087,51.09658992,114.6813291,EELIN
1091,55.10467455,115.1309242,EELIN
1094,53.99679015,114.5184346,EELIN
1096,55.81692899,114.4695235,EELIN
1097,51.47071738,110.111634,EELIN
1098,54.88463189,114.7210471,EELIN
1100,53.7028418,111.5291504,EELIN
1101,57.66927077,113.4848286,EELIN
1104,53.79688625,119.8454002,EELIN
1105,55.12206909,112.4562593,EELIN
1106,53.22031723,111.7473891,EELIN
1107,53.71904571,115.8165987,EELIN
1111,51.30434962,114.13932,EELIN
1112,54.78839654,120.32456,EELIN
1113,54.77280384,112.5139027,EELIN
1114,52.53830669,112.8261172,EELIN
1115,56.88795685,114.0054879,EELIN
1116,51.36393854,114.7255727,EELIN
1117,52.23218172,114.6085671,EELIN
1118,54.14246574,113.7027135,EELIN
1119,54.22519535,113.1086963,EELIN
1123,54.11888077,113.6568655,EELIN
1125,52.45256276,110.7944559,EELIN
1128,52.07252243,112.7691325,EELIN
1129,53.15581632,120.5638926,EELIN
1130,57.02611908,113.7787732,EELIN
1131,53.4163268,114.7516916,EELIN
1132,52.62947983,115.3707902,EELIN
1133,53.28156717,115.1593552,EELIN
1136,54.68166745,111.6459618,EELIN
1137,52.52430005,115.7374919,EELIN
1138,51.17043106,114.3908658,EELIN
1141,53.85150377,123.5550681,EELIN
1142,49.72168767,114.0414309,EELIN
1145,48.88783633,115.9365869,EELIN
1146,52.42429266,121.3229603,EELIN
1149,58.59956392,114.8657972,EELIN
1151,55.6137995,112.2993982,EELIN
1155,53.70066722,113.8271463,EELIN
1157,52.39752158,115.4068837,EELIN
1160,49.57421809,114.9036424,EELIN
1161,50.48673291,111.1841211,EELIN
1165,54.86196168,114.8927818,EELIN
1167,50.99007442,116.8255487,EELIN
1168,47.61274358,116.1345434,EELIN
1171,49.60998146,111.0258176,EELIN
1173,55.42398785,115.2209347,EELIN
1176,51.12302119,110.9204165,EELIN
1177,55.48298815,114.2259365,EELIN
1178,51.7650297,113.4846464,EELIN
1182,52.1774089,119.1552199,EELIN
1183,52.64833541,115.1924638,EELIN
1185,54.94391209,113.9621948,EELIN
1186,54.14278806,114.98209,EELIN
1188,53.58900513,112.4075565,EELIN
1189,57.39964948,114.5028894,EELIN
1193,55.52141448,112.6497028,EELIN
1196,51.67092361,114.5254404,EELIN
1199,53.76214752,112.3408202,EELIN
1202,54.81833445,114.4507635,EELIN
1205,48.05746399,119.5388935,JAY
1207,51.34974975,119.020342,JAY
1209,51.90591736,117.8976537,JAY
1212,47.75648866,118.9216039,JAY
1213,52.65911585,120.4261357,JAY
1215,48.43586753,117.0543258,JAY
1216,52.55182096,116.2611145,JAY
1217,50.96518095,118.545142,JAY
1218,47.60353767,118.737701,JAY
1219,50.85678996,118.1807161,JAY
1220,48.81945897,118.6179052,JAY
1222,44.61073027,119.4154118,JAY
1224,49.63982648,117.1744685,JAY
1225,48.60619826,115.5813214,JAY
1226,44.45301633,117.7361231,JAY
1229,51.00031225,116.5099948,JAY
1230,47.69616383,117.4800585,JAY
1231,50.79848954,118.683818,JAY
1232,51.85291232,117.171595,JAY
1233,49.88277197,116.3611529,JAY
1234,51.02740554,120.1939797,JAY
1235,47.70388926,117.8322787,JAY
1236,48.22503512,119.3310766,JAY
1238,51.5158567,117.7974841,JAY
1239,48.159792,119.6236279,JAY
1240,52.28455295,119.0925756,JAY
1241,51.18023656,117.950023,JAY
1242,49.42391856,120.4201427,JAY
1243,45.6799906,117.5880487,JAY
1244,51.18852396,121.050504,JAY
1245,50.02810286,119.391335,JAY
1246,50.11764591,119.1860707,JAY
1248,49.18311482,116.8901936,JAY
1249,49.16178127,117.0923941,JAY
1250,48.47392113,116.8682874,JAY
1251,50.54315373,118.0945723,JAY
1252,49.70003431,118.5841128,JAY
1253,53.78859881,119.758914,JAY
1254,45.60888344,118.6217008,JAY
1255,52.01606299,117.0437965,JAY
1256,50.70333894,118.2330707,JAY
1257,50.44050709,117.0154131,JAY
1258,42.02505897,118.0566094,JAY
1259,50.31762345,119.6780878,JAY
1260,53.703422,122.599671,JAY
1261,50.13072201,118.2775543,JAY
1262,48.13652923,116.8621009,JAY
1263,49.17612424,119.7943598,JAY
1264,54.21673408,120.2434737,JAY
1265,48.49228349,118.0365384,JAY
1267,44.60897911,118.4309182,JAY
1268,49.90993069,114.8688619,JAY
1269,47.52111408,117.3885877,JAY
1270,46.88832996,117.8551039,JAY
1271,49.95817762,122.6346801,JAY
1272,53.50370841,121.2703729,JAY
1273,43.30578895,118.9036386,JAY
1274,51.25106202,117.5825231,JAY
1275,50.9304119,117.6415176,JAY
1277,51.56092998,119.26463,JAY
1278,51.51861629,118.183256,JAY
1279,47.97969333,120.4900555,JAY
1280,48.88618512,120.2671266,JAY
