x,y,group,country,long,lat
0.364656381,0.122093023,1,PETER,115.9396914,33.66279069
0.361851332,0.141472868,1,PETER,115.85554,34.24418604
0.361851332,0.156976744,1,PETER,115.85554,34.70930232
0.37026648,0.17248062,1,PETER,116.1079944,35.1744186
0.382889201,0.176356589,1,PETER,116.486676,35.29069767
0.396914446,0.176356589,1,PETER,116.9074334,35.29069767
0.412342216,0.178294574,1,PETER,117.3702665,35.34883722
0.423562412,0.178294574,1,PETER,117.7068724,35.34883722
0.434782609,0.178294574,1,PETER,118.0434783,35.34883722
0.444600281,0.176356589,1,PETER,118.3380084,35.29069767
0.454417952,0.168604651,1,PETER,118.6325386,35.05813953
0.4628331,0.158914729,1,PETER,118.884993,34.76744187
0.468443198,0.147286822,1,PETER,119.0532959,34.41860466
0.472650771,0.13372093,1,PETER,119.1795231,34.0116279
0.472650771,0.118217054,1,PETER,119.1795231,33.54651162
0.47826087,0.108527132,1,PETER,119.3478261,33.25581396
0.488078541,0.104651163,1,PETER,119.6423562,33.13953489
0.500701262,0.106589147,1,PETER,120.0210379,33.19767441
0.50631136,0.100775194,1,PETER,120.1893408,33.02325582
0.510518934,0.09496124,1,PETER,120.315568,32.8488372
0.516129032,0.083333333,1,PETER,120.483871,32.49999999
0.52173913,0.07751938,1,PETER,120.6521739,32.3255814
0.530154278,0.081395349,1,PETER,120.9046283,32.44186047
0.531556802,0.098837209,1,PETER,120.9467041,32.96511627
0.532959327,0.120155039,1,PETER,120.9887798,33.60465117
0.535764376,0.145348837,1,PETER,121.0729313,34.36046511
0.546984572,0.156976744,1,PETER,121.4095372,34.70930232
0.556802244,0.170542636,1,PETER,121.7040673,35.11627908
0.565217391,0.189922481,1,PETER,121.9565217,35.69767443
0.569424965,0.197674419,1,PETER,122.082749,35.93023257
0.582047686,0.191860465,1,PETER,122.4614306,35.75581395
0.597475456,0.184108527,1,PETER,122.9242637,35.52325581
0.611500701,0.178294574,1,PETER,123.345021,35.34883722
0.617110799,0.186046512,1,PETER,123.513324,35.58139536
0.615708275,0.199612403,1,PETER,123.4712483,35.98837209
0.618513324,0.213178295,1,PETER,123.5553997,36.39534885
0.624123422,0.224806202,1,PETER,123.7237027,36.74418606
0.631136045,0.236434109,1,PETER,123.9340814,37.09302327
0.640953717,0.246124031,1,PETER,124.2286115,37.38372093
0.649368864,0.255813953,1,PETER,124.4810659,37.67441859
0.646563815,0.273255814,1,PETER,124.3969145,38.19767442
0.656381487,0.282945736,1,PETER,124.6914446,38.48837208
0.670406732,0.290697674,1,PETER,125.112202,38.72093022
0.678821879,0.300387597,1,PETER,125.3646564,39.01162791
0.671809257,0.313953488,1,PETER,125.1542777,39.41860464
0.657784011,0.313953488,1,PETER,124.7335203,39.41860464
0.647966339,0.319767442,1,PETER,124.4389902,39.59302326
0.639551192,0.333333333,1,PETER,124.1865358,39.99999999
0.62973352,0.348837209,1,PETER,123.8920056,40.46511627
0.618513324,0.362403101,1,PETER,123.5553997,40.87209303
0.607293128,0.381782946,1,PETER,123.2187938,41.45348838
0.59887798,0.399224806,1,PETER,122.9663394,41.97674418
0.593267882,0.418604651,1,PETER,122.7980365,42.55813953
0.593267882,0.436046512,1,PETER,122.7980365,43.08139536
0.59887798,0.455426357,1,PETER,122.9663394,43.66279071
0.605890603,0.468992248,1,PETER,123.1767181,44.06976744
0.61430575,0.48255814,1,PETER,123.4291725,44.4767442
0.625525947,0.496124031,1,PETER,123.7657784,44.88372093
0.638148668,0.507751938,1,PETER,124.14446,45.23255814
0.649368864,0.51744186,1,PETER,124.4810659,45.5232558
0.650771388,0.532945736,1,PETER,124.5231416,45.98837208
0.654978962,0.550387597,1,PETER,124.6493689,46.51162791
0.663394109,0.558139535,1,PETER,124.9018233,46.74418605
0.664796634,0.567829457,1,PETER,124.943899,47.03488371
0.656381487,0.581395349,1,PETER,124.6914446,47.44186047
0.656381487,0.598837209,1,PETER,124.6914446,47.96511627
0.659186536,0.606589147,1,PETER,124.7755961,48.19767441
0.654978962,0.614341085,1,PETER,124.6493689,48.43023255
0.64516129,0.625968992,1,PETER,124.3548387,48.77906976
0.639551192,0.637596899,1,PETER,124.1865358,49.12790697
0.631136045,0.647286822,1,PETER,123.9340814,49.41860466
0.62973352,0.658914729,1,PETER,123.8920056,49.76744187
0.62973352,0.67248062,1,PETER,123.8920056,50.1744186
0.618513324,0.682170543,1,PETER,123.5553997,50.46511629
0.612903226,0.684108527,1,PETER,123.3870968,50.52325581
0.612903226,0.695736434,1,PETER,123.3870968,50.87209302
0.612903226,0.709302326,1,PETER,123.3870968,51.27906978
0.61430575,0.718992248,1,PETER,123.4291725,51.56976744
0.615708275,0.730620155,1,PETER,123.4712483,51.91860465
0.615708275,0.742248062,1,PETER,123.4712483,52.26744186
0.612903226,0.75,1,PETER,123.3870968,52.5
0.605890603,0.763565891,1,PETER,123.1767181,52.90697673
0.601683029,0.765503876,1,PETER,123.0504909,52.96511628
0.596072931,0.761627907,1,PETER,122.8821879,52.84883721
0.591865358,0.748062016,1,PETER,122.7559607,52.44186048
0.589060309,0.740310078,1,PETER,122.6718093,52.20930234
0.586255259,0.73255814,1,PETER,122.5876578,51.9767442
0.579242637,0.730620155,1,PETER,122.3772791,51.91860465
0.575035063,0.720930233,1,PETER,122.2510519,51.62790699
0.576437588,0.707364341,1,PETER,122.2931276,51.22093023
0.575035063,0.695736434,1,PETER,122.2510519,50.87209302
0.572230014,0.689922481,1,PETER,122.1669004,50.69767443
0.563814867,0.686046512,1,PETER,121.914446,50.58139536
0.555399719,0.691860465,1,PETER,121.6619916,50.75581395
0.544179523,0.69379845,1,PETER,121.3253857,50.8139535
0.538569425,0.684108527,1,PETER,121.1570828,50.52325581
0.531556802,0.67248062,1,PETER,120.9467041,50.1744186
0.525946704,0.660852713,1,PETER,120.7784011,49.82558139
0.523141655,0.651162791,1,PETER,120.6942497,49.53488373
0.520336606,0.639534884,1,PETER,120.6100982,49.18604652
0.517531557,0.629844961,1,PETER,120.5259467,48.89534883
0.507713885,0.620155039,1,PETER,120.2314166,48.60465117
0.497896213,0.614341085,1,PETER,119.9368864,48.43023255
0.481065919,0.610465116,1,PETER,119.4319776,48.31395348
0.471248247,0.600775194,1,PETER,119.1374474,48.02325582
0.46002805,0.593023256,1,PETER,118.8008415,47.79069768
0.450210379,0.585271318,1,PETER,118.5063114,47.55813954
0.43197756,0.581395349,1,PETER,117.9593268,47.44186047
0.417952314,0.581395349,1,PETER,117.5385694,47.44186047
0.399719495,0.573643411,1,PETER,116.9915849,47.20930233
0.381486676,0.565891473,1,PETER,116.4446003,46.97674419
0.371669004,0.55620155,1,PETER,116.1500701,46.6860465
0.357643759,0.546511628,1,PETER,115.7293128,46.39534884
0.35483871,0.552325581,1,PETER,115.6451613,46.56976743
0.350631136,0.562015504,1,PETER,115.5189341,46.86046512
0.350631136,0.569767442,1,PETER,115.5189341,47.09302326
0.346423562,0.587209302,1,PETER,115.3927069,47.61627906
0.340813464,0.583333333,1,PETER,115.2244039,47.49999999
0.333800842,0.571705426,1,PETER,115.0140253,47.15116278
0.332398317,0.562015504,1,PETER,114.9719495,46.86046512
0.325385694,0.554263566,1,PETER,114.7615708,46.62790698
0.321178121,0.544573643,1,PETER,114.6353436,46.33720929
0.315568022,0.531007752,1,PETER,114.4670407,s
0.3085554,0.523255814,1,PETER,114.256662,45.69767442
0.301542777,0.51744186,1,PETER,114.0462833,45.5232558
0.294530154,0.51744186,1,PETER,113.8359046,45.5232558
0.284712482,0.521317829,1,PETER,113.5413745,45.63953487
0.27769986,0.529069767,1,PETER,113.3309958,45.87209301
0.272089762,0.532945736,1,PETER,113.1626929,45.98837208
0.265077139,0.527131783,1,PETER,112.9523142,45.81395349
0.258064516,0.523255814,1,PETER,112.7419355,45.69767442
0.251051893,0.521317829,1,PETER,112.5315568,45.63953487
0.235624123,0.521317829,1,PETER,112.0687237,45.63953487
0.230014025,0.525193798,1,PETER,111.9004208,45.75581394
0.230014025,0.51744186,1,PETER,111.9004208,45.5232558
0.230014025,0.5,1,PETER,111.9004208,45
0.228611501,0.492248062,1,PETER,111.858345,44.76744186
0.223001403,0.486434109,1,PETER,111.6900421,44.59302327
0.217391304,0.484496124,1,PETER,111.5217391,44.53488372
0.204768583,0.478682171,1,PETER,111.1430575,44.36046513
0.197755961,0.472868217,1,PETER,110.9326788,44.18604651
0.196353436,0.467054264,1,PETER,110.8906031,44.01162792
0.193548387,0.451550388,1,PETER,110.8064516,43.54651164
0.186535764,0.445736434,1,PETER,110.5960729,43.37209302
0.173913043,0.44379845,1,PETER,110.2173913,43.3139535
0.164095372,0.439922481,1,PETER,109.9228612,43.19767443
0.1542777,0.434108527,1,PETER,109.628331,43.02325581
0.141654979,0.434108527,1,PETER,109.2496494,43.02325581
0.130434783,0.434108527,1,PETER,108.9130435,43.02325581
0.117812062,0.424418605,1,PETER,108.5343619,42.73255815
0.110799439,0.420542636,1,PETER,108.3239832,42.61627908
0.117812062,0.410852713,1,PETER,108.5343619,42.32558139
0.124824684,0.401162791,1,PETER,108.7447405,42.03488373
0.134642356,0.395348837,1,PETER,109.0392707,41.86046511
0.141654979,0.387596899,1,PETER,109.2496494,41.62790697
0.148667602,0.372093023,1,PETER,109.4600281,41.16279069
0.152875175,0.356589147,1,PETER,109.5862553,40.69767441
0.145862553,0.296511628,1,PETER,109.7124825,40.29069768
0.1542777,0.25,1,PETER,109.7124825,39.76744185
0.151472651,0.224806202,1,PETER,109.5441795,39.36046512
0.141654979,0.209302326,1,PETER,109.3338008,38.95348836
0.137447405,0.199612403,1,PETER,109.3758766,38.89534884
0.137447405,0.180232558,2,JACK,111.9004208,45.5232558
0.136044881,0.168604651,2,JACK,111.9004208,45
0.136044881,0.15503876,2,JACK,111.858345,44.76744186
0.134642356,0.145348837,2,JACK,111.6900421,44.59302327
0.129032258,0.135658915,2,JACK,111.5217391,44.53488372
0.127629734,0.122093023,2,JACK,111.1430575,44.36046513
0.127629734,0.108527132,2,JACK,110.9326788,44.18604651
0.131837307,0.096899225,2,JACK,110.8906031,44.01162792
0.134642356,0.083333333,2,JACK,110.8064516,43.54651164
0.13884993,0.075581395,2,JACK,110.5960729,43.37209302
0.13884993,0.062015504,2,JACK,110.2173913,43.3139535
0.136044881,0.050387597,2,JACK,109.9228612,43.19767443
0.131837307,0.036821705,2,JACK,109.628331,43.02325581
0.130434783,0.025193798,2,JACK,109.2496494,43.02325581
0.133239832,0.01744186,2,JACK,108.9130435,43.02325581
0.141654979,0.021317829,2,JACK,108.5343619,42.73255815
0.148667602,0.027131783,2,JACK,108.3239832,42.61627908
0.1542777,0.031007752,2,JACK,108.5343619,42.32558139
0.159887798,0.032945736,2,JACK,108.7447405,42.03488373
0.164095372,0.031007752,2,JACK,109.0392707,41.86046511
0.166900421,0.021317829,2,JACK,109.2496494,41.62790697
0.166900421,0.013565891,2,JACK,109.4600281,41.16279069
0.164095372,0.005813953,2,JACK,109.5862553,40.69767441
0.171107994,0.003875969,2,JACK,109.7124825,40.29069768
0.182328191,0.007751938,2,JACK,109.7124825,39.76744185
0.193548387,0.009689922,2,JACK,109.5441795,39.36046512
0.206171108,0.011627907,2,JACK,109.3338008,38.95348836
0.208976157,0.021317829,2,JACK,109.2496494,39.12790698
0.217391304,0.036821705,2,JACK,109.0813464,39.41860464
0.221598878,0.048449612,2,JACK,108.9551192,39.8255814
0.228611501,0.063953488,2,JACK,108.9551192,40.29069768
0.239831697,0.073643411,2,JACK,108.828892,40.58139534
0.245441795,0.079457364,2,JACK,108.7026648,40.81395348
0.252454418,0.085271318,2,JACK,108.4081346,41.10465117
0.259467041,0.085271318,2,JACK,108.0715288,41.39534883
0.269284712,0.089147287,2,JACK,107.7349229,41.62790697
0.27769986,0.096899225,2,JACK,107.5666199,41.80232559
0.286115007,0.096899225,2,JACK,107.230014,41.91860466
0.295932679,0.09496124,2,JACK,107.1037868,42.03488373
0.305750351,0.091085271,2,JACK,107.0196353,42.55813953
0.315568022,0.09496124,2,JACK,106.7671809,42.61627908
0.322580645,0.104651163,2,JACK,106.4726508,42.61627908
0.329593268,0.106589147,2,JACK,106.1781206,42.73255815
0.340813464,0.100775194,2,JACK,105.967742,42.73255815
0.350631136,0.091085271,2,JACK,105.7573633,42.96511629
0.359046283,0.089147287,2,JACK,105.7573633,43.37209302
0.363253857,0.09496124,2,JACK,105.7152875,43.8372093
0.364656381,0.106589147,2,JACK,105.4628331,43.89534885
0.364656381,0.122093023,2,JACK,105.2945302,44.06976744
0.361851332,0.141472868,2,JACK,105.4628331,44.41860465
0.361851332,0.156976744,2,JACK,105.7573633,44.70930234
0.37026648,0.17248062,2,JACK,106.0939691,45.05813952
0.382889201,0.176356589,2,JACK,106.4305751,45.40697673
0.396914446,0.176356589,2,JACK,106.8092567,46.04651163
0.412342216,0.178294574,2,JACK,107.0617111,46.56976743
0.423562412,0.178294574,2,JACK,107.3141655,46.97674419
0.434782609,0.178294574,2,JACK,107.6928471,47.49999999
0.444600281,0.176356589,2,JACK,107.9032258,47.61627906
0.454417952,0.168604651,2,JACK,107.8190743,48.31395348
0.4628331,0.158914729,2,JACK,107.8190743,48.60465117
0.468443198,0.147286822,2,JACK,108.0715288,48.60465117
0.472650771,0.13372093,2,JACK,108.4081346,48.66279069
0.472650771,0.118217054,2,JACK,108.5343619,48.72093024
0.47826087,0.108527132,2,JACK,108.5343619,49.18604652
0.488078541,0.104651163,2,JACK,108.5343619,49.59302325
0.500701262,0.106589147,2,JACK,108.7868163,49.82558139
0.50631136,0.100775194,2,JACK,109.1654979,49.94186046
0.510518934,0.09496124,2,JACK,109.3338008,50.40697674
0.516129032,0.083333333,2,JACK,109.5021038,50.87209302
0.52173913,0.07751938,2,JACK,109.6704067,51.3372093
0.530154278,0.081395349,2,JACK,109.7966339,51.80232558
0.531556802,0.098837209,2,JACK,109.9228612,52.03488372
0.532959327,0.120155039,2,JACK,110.2173913,51.51162792
0.535764376,0.145348837,2,JACK,110.4698457,50.93023257
0.546984572,0.156976744,2,JACK,110.6381487,50.46511629
0.556802244,0.170542636,2,JACK,110.9326788,50.11627908
0.565217391,0.189922481,2,JACK,110.9326788,49.6511628
0.569424965,0.197674419,2,JACK,110.9326788,49.18604652
0.582047686,0.191860465,2,JACK,111.058906,48.77906976
0.597475456,0.184108527,2,JACK,111.227209,48.4883721
0.611500701,0.178294574,2,JACK,111.3534362,48.19767441
0.617110799,0.186046512,2,JACK,111.4375877,47.90697675
0.615708275,0.199612403,2,JACK,111.5638149,47.44186047
0.618513324,0.213178295,2,JACK,111.5638149,47.03488371
0.624123422,0.224806202,2,JACK,111.6479663,46.56976743
0.631136045,0.236434109,2,JACK,111.6900421,46.10465115
0.640953717,0.246124031,2,JACK,111.9004208,45.5232558
0.649368864,0.255813953,3,EELIN,115.4347826,48.02325582
0.646563815,0.273255814,3,EELIN,115.2244039,47.49999999
0.656381487,0.282945736,3,EELIN,115.0140253,47.15116278
0.670406732,0.290697674,3,EELIN,114.9719495,46.86046512
0.678821879,0.300387597,3,EELIN,114.7615708,46.62790698
0.671809257,0.313953488,3,EELIN,114.6353436,46.33720929
0.657784011,0.313953488,3,EELIN,114.4670407,45.93023256
0.647966339,0.319767442,3,EELIN,114.256662,45.69767442
0.639551192,0.333333333,3,EELIN,114.0462833,45.5232558
0.62973352,0.348837209,3,EELIN,113.8359046,45.5232558
0.618513324,0.362403101,3,EELIN,113.5413745,45.63953487
0.607293128,0.381782946,3,EELIN,113.3309958,45.87209301
0.59887798,0.399224806,3,EELIN,113.1626929,45.98837208
0.593267882,0.418604651,3,EELIN,112.9523142,45.81395349
0.593267882,0.436046512,3,EELIN,112.7419355,45.69767442
0.59887798,0.455426357,3,EELIN,112.5315568,45.63953487
0.605890603,0.468992248,3,EELIN,112.0687237,45.63953487
0.61430575,0.48255814,3,EELIN,111.9004208,45.75581394
0.625525947,0.496124031,3,EELIN,111.6900421,46.10465115
0.638148668,0.507751938,3,EELIN,111.6479663,46.56976743
0.649368864,0.51744186,3,EELIN,111.5638149,47.03488371
0.650771388,0.532945736,3,EELIN,111.5638149,47.44186047
0.654978962,0.550387597,3,EELIN,111.4375877,47.90697675
0.663394109,0.558139535,3,EELIN,111.3534362,48.19767441
0.664796634,0.567829457,3,EELIN,111.227209,48.4883721
0.656381487,0.581395349,3,EELIN,111.058906,48.77906976
0.656381487,0.598837209,3,EELIN,110.9326788,49.18604652
0.659186536,0.606589147,3,EELIN,110.9326788,49.6511628
0.654978962,0.614341085,3,EELIN,110.9326788,50.11627908
0.187938289,0.682170543,3,EELIN,110.6381487,50.46511629
0.182328191,0.697674419,3,EELIN,110.4698457,50.93023257
0.173913043,0.717054264,3,EELIN,110.2173913,51.51162792
0.164095372,0.734496124,3,EELIN,109.9228612,52.03488372
0.16970547,0.746124031,3,EELIN,110.0911641,52.38372093
0.175315568,0.755813953,3,EELIN,110.259467,52.67441859
0.180925666,0.765503876,3,EELIN,110.42777,52.96511628
0.18513324,0.777131783,3,EELIN,110.5539972,53.31395349
0.187938289,0.78875969,3,EELIN,110.6381487,53.6627907
0.190743338,0.804263566,3,EELIN,110.7223001,54.12790698
0.193548387,0.815891473,3,EELIN,110.8064516,54.47674419
0.189340813,0.829457364,3,EELIN,110.6802244,54.88372092
0.189340813,0.843023256,3,EELIN,110.6802244,55.29069768
0.196353436,0.850775194,3,EELIN,110.8906031,55.52325582
0.207573633,0.856589147,3,EELIN,111.227209,55.69767441
0.218793829,0.868217054,3,EELIN,111.5638149,56.04651162
0.227208976,0.874031008,3,EELIN,111.8162693,56.22093024
0.235624123,0.881782946,3,EELIN,112.0687237,56.45348838
0.239831697,0.889534884,3,EELIN,112.1949509,56.68604652
0.242636746,0.897286822,3,EELIN,112.2791024,56.91860466
0.253856942,0.908914729,3,EELIN,112.6157083,57.26744187
0.26227209,0.914728682,3,EELIN,112.8681627,57.44186046
0.265077139,0.936046512,3,EELIN,112.9523142,58.08139536
0.274894811,0.936046512,3,EELIN,113.2468443,58.08139536
0.283309958,0.94379845,3,EELIN,113.4992987,58.3139535
0.287517532,0.947674419,3,EELIN,113.625526,58.43023257
0.29312763,0.957364341,3,EELIN,113.7938289,58.72093023
0.286115007,0.978682171,3,EELIN,113.5834502,59.36046513
0.291725105,0.992248062,3,EELIN,113.7517532,59.76744186
0.301542777,0.986434109,3,EELIN,114.0462833,59.59302327
0.309957924,0.996124031,3,EELIN,114.2987377,59.88372093
0.314165498,0.998062016,3,EELIN,114.4249649,59.94186048
0.321178121,0.984496124,3,EELIN,114.6353436,59.53488372
0.326788219,0.972868217,3,EELIN,114.8036466,59.18604651
0.330995792,0.96124031,3,EELIN,114.9298738,58.8372093
0.330995792,0.949612403,3,EELIN,114.9298738,58.48837209
0.330995792,0.937984496,3,EELIN,114.9298738,58.13953488
0.330995792,0.926356589,3,EELIN,114.9298738,57.79069767
0.336605891,0.914728682,3,EELIN,115.0981767,57.44186046
0.343618513,0.912790698,3,EELIN,115.3085554,57.38372094
0.347826087,0.897286822,3,EELIN,115.4347826,56.91860466
0.347826087,0.885658915,3,EELIN,115.4347826,56.56976745
0.347826087,0.875968992,3,EELIN,115.4347826,56.27906976
0.347826087,0.862403101,3,EELIN,115.4347826,55.87209303
0.350631136,0.846899225,3,EELIN,115.5189341,55.40697675
0.352033661,0.835271318,3,EELIN,115.5610098,55.05813954
0.352033661,0.817829457,3,EELIN,115.5610098,54.53488371
0.357643759,0.804263566,3,EELIN,115.7293128,54.12790698
0.361851332,0.792635659,3,EELIN,115.85554,53.77906977
0.363253857,0.784883721,3,EELIN,115.8976157,53.54651163
0.366058906,0.769379845,3,EELIN,115.9817672,53.08139535
0.37026648,0.765503876,3,EELIN,116.1079944,52.96511628
0.381486676,0.759689922,3,EELIN,116.4446003,52.79069766
0.384291725,0.748062016,3,EELIN,116.5287518,52.44186048
0.38569425,0.73255814,3,EELIN,116.5708275,51.9767442
0.38569425,0.718992248,3,EELIN,116.5708275,51.56976744
0.389901823,0.695736434,3,EELIN,116.6970547,50.87209302
0.388499299,0.686046512,3,EELIN,116.654979,50.58139536
0.381486676,0.664728682,3,EELIN,116.4446003,49.94186046
0.375876578,0.656976744,3,EELIN,116.2762973,49.70930232
0.366058906,0.645348837,3,EELIN,115.9817672,49.36046511
0.361851332,0.639534884,3,EELIN,115.85554,49.18604652
0.353436185,0.627906977,3,EELIN,115.6030856,48.83720931
0.350631136,0.612403101,3,EELIN,115.5189341,48.37209303
0.347826087,0.600775194,3,EELIN,115.4347826,48.02325582
0.538569425,0.684108527,4,JAY,121.1570828,50.52325581
0.5371669,0.699612403,4,JAY,121.115007,50.98837209
0.52454418,0.705426357,4,JAY,120.7363254,51.16279071
0.513323983,0.707364341,4,JAY,120.3997195,51.22093023
0.504908836,0.705426357,4,JAY,120.1472651,51.16279071
0.497896213,0.69379845,4,JAY,119.9368864,50.8139535
0.486676017,0.689922481,4,JAY,119.6002805,50.69767443
0.476858345,0.680232558,4,JAY,119.3057504,50.40697674
0.468443198,0.678294574,4,JAY,119.0532959,50.34883722
0.4628331,0.680232558,4,JAY,118.884993,50.40697674
0.457223001,0.695736434,4,JAY,118.71669,50.87209302
0.457223001,0.709302326,4,JAY,118.71669,51.27906978
0.46002805,0.726744186,4,JAY,118.8008415,51.80232558
0.46002805,0.738372093,4,JAY,118.8008415,52.15116279
0.457223001,0.751937984,4,JAY,118.71669,52.55813952
0.453015428,0.759689922,4,JAY,118.5904628,52.79069766
0.44740533,0.751937984,4,JAY,118.4221599,52.55813952
0.438990182,0.748062016,4,JAY,118.1697055,52.44186048
0.429172511,0.744186047,4,JAY,117.8751753,52.32558141
0.41654979,0.742248062,4,JAY,117.4964937,52.26744186
0.406732118,0.75,4,JAY,117.2019635,52.5
0.402524544,0.753875969,4,JAY,117.0757363,52.61627907
0.388499299,0.761627907,4,JAY,116.654979,52.84883721
0.382889201,0.761627907,4,JAY,116.486676,52.84883721
0.384291725,0.748062016,4,JAY,116.5287518,52.44186048
0.38569425,0.73255814,4,JAY,116.5708275,51.9767442
0.38569425,0.718992248,4,JAY,116.5708275,51.56976744
0.389901823,0.695736434,4,JAY,116.6970547,50.87209302
0.388499299,0.686046512,4,JAY,116.654979,50.58139536
0.381486676,0.664728682,4,JAY,116.4446003,49.94186046
0.375876578,0.656976744,4,JAY,116.2762973,49.70930232
0.366058906,0.645348837,4,JAY,115.9817672,49.36046511
0.361851332,0.639534884,4,JAY,115.85554,49.18604652
0.353436185,0.627906977,4,JAY,115.6030856,48.83720931
0.350631136,0.612403101,4,JAY,115.5189341,48.37209303
0.347826087,0.600775194,4,JAY,115.4347826,48.02325582
0.346423562,0.587209302,4,JAY,115.3927069,47.61627906
0.350631136,0.569767442,4,JAY,115.5189341,47.09302326
0.350631136,0.562015504,4,JAY,115.5189341,46.86046512
0.35483871,0.552325581,4,JAY,115.6451613,46.56976743
0.357643759,0.546511628,4,JAY,115.7293128,46.39534884
0.371669004,0.55620155,4,JAY,116.1500701,46.6860465
0.381486676,0.565891473,4,JAY,116.4446003,46.97674419
0.399719495,0.573643411,4,JAY,116.9915849,47.20930233
0.417952314,0.581395349,4,JAY,117.5385694,47.44186047
0.43197756,0.581395349,4,JAY,117.9593268,47.44186047
0.450210379,0.585271318,4,JAY,118.5063114,47.55813954
0.46002805,0.593023256,4,JAY,118.8008415,47.79069768
0.471248247,0.600775194,4,JAY,119.1374474,48.02325582
0.481065919,0.610465116,4,JAY,119.4319776,48.31395348
0.497896213,0.614341085,4,JAY,119.9368864,48.43023255
0.507713885,0.620155039,4,JAY,120.2314166,48.60465117
0.517531557,0.629844961,4,JAY,120.5259467,48.89534883
0.520336606,0.639534884,4,JAY,120.6100982,49.18604652
0.523141655,0.651162791,4,JAY,120.6942497,49.53488373
0.525946704,0.660852713,4,JAY,120.7784011,49.82558139
0.531556802,0.67248062,4,JAY,120.9467041,50.1744186
0.538569425,0.684108527,4,JAY,121.1570828,50.52325581
0.5371669,0.699612403,5,JOHN,121.115007,50.98837209
0.52454418,0.705426357,5,JOHN,120.7363254,51.16279071
0.513323983,0.707364341,5,JOHN,120.3997195,51.22093023
0.504908836,0.705426357,5,JOHN,120.1472651,51.16279071
0.497896213,0.69379845,5,JOHN,119.9368864,50.8139535
0.486676017,0.689922481,5,JOHN,119.6002805,50.69767443
0.476858345,0.680232558,5,JOHN,119.3057504,50.40697674
0.468443198,0.678294574,5,JOHN,119.0532959,50.34883722
0.4628331,0.680232558,5,JOHN,118.884993,50.40697674
0.457223001,0.695736434,5,JOHN,118.71669,50.87209302
0.457223001,0.709302326,5,JOHN,118.71669,51.27906978
