"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
24,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",24,"Addatigala",NA,"","Taluk","Taluk","","Ellavaram"
25,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",25,"Amalapuram",NA,"","Taluk","Taluk","",""
26,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",26,"Kakinada",NA,"","Taluk","Taluk","",""
27,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",27,"Kottapeta",NA,"","Taluk","Taluk","",""
28,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",28,"Mummidivaram",NA,"","Taluk","Taluk","",""
29,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",29,"Peddapuram",NA,"","Taluk","Taluk","",""
30,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",30,"Pithapuram",NA,"","Taluk","Taluk","",""
31,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",31,"Prathipadu",NA,"","Taluk","Taluk","",""
32,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",32,"Rajahmundry",NA,"","Taluk","Taluk","",""
33,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",33,"Ramachandrapuram",NA,"","Taluk","Taluk","",""
34,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",34,"Rampa Chodavaram",NA,"","Taluk","Taluk","",""
35,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",35,"Razole",NA,"","Taluk","Taluk","",""
36,105,"IND","India",2,"Andhra Pradesh",6,"East Godavari",36,"Tuni",NA,"","Taluk","Taluk","",""
37,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",37,"Bapatla",NA,"","Taluk","Taluk","",""
38,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",38,"Guntur",NA,"","Taluk","Taluk","",""
39,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",39,"Guruzala",NA,"","Taluk","Taluk","",""
40,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",40,"Narasaraopet",NA,"","Taluk","Taluk","",""
41,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",41,"Repalle",NA,"","Taluk","Taluk","",""
42,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",42,"Sattenapalle",NA,"","Taluk","Taluk","",""
43,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",43,"Tenali",NA,"","Taluk","Taluk","",""
44,105,"IND","India",2,"Andhra Pradesh",7,"Guntur",44,"Vinukonda",NA,"","Taluk","Taluk","",""
45,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",45,"Avanigadda",NA,"","Taluk","Taluk","",""
46,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",46,"Gannavaram",NA,"","Taluk","Taluk","",""
47,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",47,"Gudivada",NA,"","Taluk","Taluk","",""
48,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",48,"Jaggayyapeta",NA,"","Taluk","Taluk","",""
49,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",49,"Kaikalur",NA,"","Taluk","Taluk","",""
50,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",50,"Machilipatnam",NA,"","Taluk","Taluk","",""
51,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",51,"Nandigama",NA,"","Taluk","Taluk","",""
52,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",52,"Nuzvid",NA,"","Taluk","Taluk","",""
53,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",53,"Tiruvuru",NA,"","Taluk","Taluk","",""
54,105,"IND","India",2,"Andhra Pradesh",8,"Krishna",54,"Vijayawada",NA,"","Taluk","Taluk","",""
55,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",55,"Adoni",NA,"","Taluk","Taluk","","Emmiganuru"
56,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",56,"Allagadda",NA,"","Taluk","Taluk","",""
57,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",57,"Alur",NA,"","Taluk","Taluk","",""
58,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",58,"Atmakur",NA,"","Taluk","Taluk","",""
59,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",59,"Banganapalli",NA,"","Taluk","Taluk","","Banganapalle"
60,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",60,"Dhone",NA,"","Taluk","Taluk","",""
61,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",61,"Koilkuntla",NA,"","Taluk","Taluk","",""
62,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",62,"Kurnool",NA,"","Taluk","Taluk","",""
63,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",63,"Nandikotkur",NA,"","Taluk","Taluk","",""
64,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",64,"Nandyal",NA,"","Taluk","Taluk","",""
65,105,"IND","India",2,"Andhra Pradesh",9,"Kurnool",65,"Pattikonda",NA,"","Taluk","Taluk","",""
66,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",66,"Atmakur",NA,"","Taluk","Taluk","",""
67,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",67,"Gudur",NA,"","Taluk","Taluk","",""
68,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",68,"Kavali",NA,"","Taluk","Taluk","",""
69,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",69,"Kovvur",NA,"","Taluk","Taluk","",""
70,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",70,"n.a. ( 1971)",NA,"","Taluk","Taluk","",""
71,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",71,"n.a. ( 1975)",NA,"","Taluk","Taluk","",""
72,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",72,"n.a. ( 1983)",NA,"","Taluk","Taluk","",""
73,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",73,"n.a. ( 1991)",NA,"","Taluk","Taluk","",""
74,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",74,"n.a. ( 1992)",NA,"","Taluk","Taluk","",""
75,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",75,"n.a. ( 1997)",NA,"","Taluk","Taluk","",""
76,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",76,"n.a. ( 1998)",NA,"","Taluk","Taluk","",""
77,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",77,"n.a. ( 2000)",NA,"","Taluk","Taluk","",""
78,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",78,"n.a. ( 2002)",NA,"","Taluk","Taluk","",""
79,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",79,"Nellore",NA,"","Taluk","Taluk","",""
80,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",80,"Rapur",NA,"","Taluk","Taluk","",""
81,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",81,"Suluru",NA,"","Taluk","Taluk","","Sulurpet"
82,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",82,"Udayagiri",NA,"","Taluk","Taluk","",""
83,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",83,"Venkatagiri",NA,"","Taluk","Taluk","",""
84,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",84,"Addanki",NA,"","Taluk","Taluk","",""
85,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",85,"Chirala",NA,"","Taluk","Taluk","",""
86,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",86,"Darsi",NA,"","Taluk","Taluk","",""
87,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",87,"Giddalur",NA,"","Taluk","Taluk","",""
88,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",88,"Kandukur",NA,"","Taluk","Taluk","",""
89,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",89,"Kanigiri",NA,"","Taluk","Taluk","",""
90,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",90,"Markapur",NA,"","Taluk","Taluk","",""
91,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",91,"Ongole",NA,"","Taluk","Taluk","",""
92,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",92,"Podili",NA,"","Taluk","Taluk","",""
93,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",93,"Chipurupalle",NA,"","Taluk","Taluk","",""
94,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",94,"Ichchapuram",NA,"","Taluk","Taluk","",""
95,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",95,"Narsannapeta",NA,"","Taluk","Taluk","",""
96,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",96,"Palakonda",NA,"","Taluk","Taluk","",""
97,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",97,"Pathapatnam",NA,"","Taluk","Taluk","",""
98,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",98,"Sompeta",NA,"","Taluk","Taluk","",""
99,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",99,"Srikakulam",NA,"","Taluk","Taluk","",""
100,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",100,"Tekkali",NA,"","Taluk","Taluk","",""
101,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",101,"Anakapalli",NA,"","Taluk","Taluk","",""
102,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",102,"Bhimunipatnam",NA,"","Taluk","Taluk","",""
103,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",103,"Chintapalle",NA,"","Taluk","Taluk","",""
104,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",104,"Chodavaram",NA,"","Taluk","Taluk","",""
105,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",105,"n.a. ( 1651)",NA,"","Taluk","Taluk","",""
106,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",106,"Narsipatnam",NA,"","Taluk","Taluk","",""
107,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",107,"Paderu",NA,"","Taluk","Taluk","",""
108,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",108,"Vishakhapatnam",NA,"","Taluk","Taluk","",""
109,105,"IND","India",2,"Andhra Pradesh",13,"Visakhapatnam",109,"Yellamanchili",NA,"","Taluk","Taluk","",""
110,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",110,"Bobbili",NA,"","Taluk","Taluk","",""
111,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",111,"Gajapatinagaram",NA,"","Taluk","Taluk","",""
112,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",112,"n.a. ( 1607)",NA,"","Taluk","Taluk","",""
113,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",113,"Parvathipuram",NA,"","Taluk","Taluk","",""
114,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",114,"Puspatirega",NA,"","Taluk","Taluk","",""
115,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",115,"Salur",NA,"","Taluk","Taluk","",""
116,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",116,"Srungavarapukota",NA,"","Taluk","Taluk","",""
117,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",117,"Vizianagaram",NA,"","Taluk","Taluk","",""
118,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",118,"Bhimavaram",NA,"","Taluk","Taluk","",""
119,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",119,"Chintalapudi",NA,"","Taluk","Taluk","",""
120,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",120,"Eluru",NA,"","Taluk","Taluk","",""
121,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",121,"Kovvur",NA,"","Taluk","Taluk","",""
122,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",122,"Narsapur",NA,"","Taluk","Taluk","",""
123,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",123,"Polavaram",NA,"","Taluk","Taluk","",""
124,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",124,"Tadepallegudem",NA,"","Taluk","Taluk","",""
125,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",125,"Tanuku",NA,"","Taluk","Taluk","",""
126,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",126,"Badvel",NA,"","Taluk","Taluk","",""
127,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",127,"Cuddapah",NA,"","Taluk","Taluk","",""
128,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",128,"Jammalamadugu",NA,"","Taluk","Taluk","",""
129,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",129,"Kamalapuram",NA,"","Taluk","Taluk","",""
130,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",130,"Proddatur",NA,"","Taluk","Taluk","",""
131,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",131,"Pulivendla",NA,"","Taluk","Taluk","",""
132,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",132,"Rajampet",NA,"","Taluk","Taluk","",""
133,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",133,"Rayachoti",NA,"","Taluk","Taluk","",""
134,105,"IND","India",2,"Andhra Pradesh",16,"Y.S.R.",134,"Sidhout",NA,"","Taluk","Taluk","",""
135,105,"IND","India",3,"Arunachal Pradesh",17,"Anjaw",135,"Tezu",NA,"","Taluk","Taluk","","Lohit"
136,105,"IND","India",3,"Arunachal Pradesh",18,"Changlang",136,"n.a. ( 347)",NA,"","Taluk","Taluk","",""
137,105,"IND","India",3,"Arunachal Pradesh",19,"Dibang Valley",137,"Amini",NA,"","Taluk","Taluk","","Dibang valley"
138,105,"IND","India",3,"Arunachal Pradesh",20,"East Kameng",138,"Seepa",NA,"","Taluk","Taluk","","East kameng"
139,105,"IND","India",3,"Arunachal Pradesh",21,"East Siang",139,"Pasighat",NA,"","Taluk","Taluk","","East siang"
140,105,"IND","India",3,"Arunachal Pradesh",22,"Kurung Kumey",140,"Itanagar",NA,"","Taluk","Taluk","","Lower subansiri"
141,105,"IND","India",3,"Arunachal Pradesh",23,"Lohit",141,"Tezu",NA,"","Taluk","Taluk","","Lohit"
142,105,"IND","India",3,"Arunachal Pradesh",24,"Longding",142,"Tirap",NA,"","Taluk","Taluk","",""
143,105,"IND","India",3,"Arunachal Pradesh",25,"Lower Dibang Valley",143,"Amini",NA,"","Taluk","Taluk","","Dibang valley"
144,105,"IND","India",3,"Arunachal Pradesh",26,"Lower Subansiri",144,"Itanagar",NA,"","Taluk","Taluk","","Lower subansiri"
145,105,"IND","India",3,"Arunachal Pradesh",27,"Namsai",145,"Tezu",NA,"","Taluk","Taluk","","Lohit"
146,105,"IND","India",3,"Arunachal Pradesh",28,"Papum Pare",146,"Itanagar",NA,"","Taluk","Taluk","","Lower subansiri"
147,105,"IND","India",3,"Arunachal Pradesh",29,"Tawang",147,"Tawang",NA,"","Taluk","Taluk","",""
148,105,"IND","India",3,"Arunachal Pradesh",30,"Tirap",148,"Tirap",NA,"","Taluk","Taluk","",""
149,105,"IND","India",3,"Arunachal Pradesh",31,"Upper Siang",149,"Along",NA,"","Taluk","Taluk","","West siang"
150,105,"IND","India",3,"Arunachal Pradesh",32,"Upper Subansiri",150,"Daporijo",NA,"","Taluk","Taluk","","Upper subansiri"
151,105,"IND","India",3,"Arunachal Pradesh",33,"West Kameng",151,"Bomdila",NA,"","Taluk","Taluk","","West kameng"
152,105,"IND","India",3,"Arunachal Pradesh",34,"West Siang",152,"Along",NA,"","Taluk","Taluk","","West siang"
153,105,"IND","India",4,"Assam",35,"Baksa",153,"Berpeta",NA,"","Taluk","Taluk","","Barpeta"
154,105,"IND","India",4,"Assam",35,"Baksa",154,"Guwahati",NA,"","Taluk","Taluk","","Kamrup"
155,105,"IND","India",4,"Assam",35,"Baksa",155,"Nalbari",NA,"","Taluk","Taluk","",""
156,105,"IND","India",4,"Assam",36,"Barpeta",156,"Berpeta",NA,"","Taluk","Taluk","","Barpeta"
157,105,"IND","India",4,"Assam",37,"Bongaigaon",157,"Kokrajhar",NA,"","Taluk","Taluk","",""
158,105,"IND","India",4,"Assam",38,"Cachar",158,"Silchar",NA,"","Taluk","Taluk","",""
159,105,"IND","India",4,"Assam",39,"Chirang",159,"Kokrajhar",NA,"","Taluk","Taluk","",""
160,105,"IND","India",4,"Assam",40,"Darrang",160,"Mangaldai",NA,"","Taluk","Taluk","","Darrang"
161,105,"IND","India",4,"Assam",41,"Dhemaji",161,"Dhemaji",NA,"","Taluk","Taluk","",""
162,105,"IND","India",4,"Assam",42,"Dhubri",162,"Gauripur",NA,"","Taluk","Taluk","","Dhuburi"
163,105,"IND","India",4,"Assam",43,"Dibrugarh",163,"Dibrugarh",NA,"","Taluk","Taluk","",""
164,105,"IND","India",4,"Assam",44,"Dima Hasao",164,"Haflong",NA,"","Taluk","Taluk","","North cachar hills"
165,105,"IND","India",4,"Assam",45,"Goalpara",165,"Goalpara",NA,"","Taluk","Taluk","",""
166,105,"IND","India",4,"Assam",46,"Golaghat",166,"Golaghat",NA,"","Taluk","Taluk","",""
167,105,"IND","India",4,"Assam",47,"Hailakandi",167,"Hailakandi",NA,"","Taluk","Taluk","",""
168,105,"IND","India",4,"Assam",48,"Jorhat",168,"Jorhat",NA,"","Taluk","Taluk","",""
169,105,"IND","India",4,"Assam",49,"Kamrup Metropolitan",169,"Guwahati",NA,"","Taluk","Taluk","","Kamrup"
170,105,"IND","India",4,"Assam",50,"Kamrup",170,"Guwahati",NA,"","Taluk","Taluk","","Kamrup"
171,105,"IND","India",4,"Assam",51,"Karbi Anglong",171,"Diphu",NA,"","Taluk","Taluk","",""
172,105,"IND","India",4,"Assam",51,"Karbi Anglong",172,"n.a. ( 571)",NA,"","Taluk","Taluk","",""
173,105,"IND","India",4,"Assam",52,"Karimganj",173,"Karimganj",NA,"","Taluk","Taluk","",""
174,105,"IND","India",4,"Assam",53,"Kokrajhar",174,"Kokrajhar",NA,"","Taluk","Taluk","",""
175,105,"IND","India",4,"Assam",54,"Lakhimpur",175,"Lakhimpur",NA,"","Taluk","Taluk","","North lakhimpur"
176,105,"IND","India",4,"Assam",55,"Morigaon",176,"Nagaon",NA,"","Taluk","Taluk","",""
177,105,"IND","India",4,"Assam",56,"Nagaon",177,"Nagaon",NA,"","Taluk","Taluk","",""
178,105,"IND","India",4,"Assam",57,"Nalbari",178,"Nalbari",NA,"","Taluk","Taluk","",""
179,105,"IND","India",4,"Assam",58,"Sivasagar",179,"Sibsagar",NA,"","Taluk","Taluk","",""
180,105,"IND","India",4,"Assam",59,"Sonitpur",180,"Tezpur",NA,"","Taluk","Taluk","","Sonitpur"
181,105,"IND","India",4,"Assam",60,"Tinsukia",181,"Chapakhowa",NA,"","Taluk","Taluk","","Sadiya"
182,105,"IND","India",4,"Assam",60,"Tinsukia",182,"Tinsukia",NA,"","Taluk","Taluk","",""
183,105,"IND","India",4,"Assam",61,"Udalguri",183,"Mangaldai",NA,"","Taluk","Taluk","","Darrang"
184,105,"IND","India",5,"Bihar",62,"Araria",184,"Araria",NA,"","Taluk","Taluk","",""
185,105,"IND","India",5,"Bihar",63,"Arwal",185,"Jahanabad",NA,"","Taluk","Taluk","",""
186,105,"IND","India",5,"Bihar",64,"Aurangabad",186,"Aurangabad",NA,"","Taluk","Taluk","",""
187,105,"IND","India",5,"Bihar",65,"Banka",187,"Banka",NA,"","Taluk","Taluk","",""
188,105,"IND","India",5,"Bihar",66,"Begusarai",188,"Begusarai",NA,"","Taluk","Taluk","",""
189,105,"IND","India",5,"Bihar",67,"Bhagalpur",189,"Bhagalpur",NA,"","Taluk","Taluk","",""
190,105,"IND","India",5,"Bihar",67,"Bhagalpur",190,"Naugachhia",NA,"","Taluk","Taluk","",""
191,105,"IND","India",5,"Bihar",68,"Bhojpur",191,"Ara",NA,"","Taluk","Taluk","",""
192,105,"IND","India",5,"Bihar",69,"Buxar",192,"Buxar",NA,"","Taluk","Taluk","",""
193,105,"IND","India",5,"Bihar",70,"Darbhanga",193,"Benipur",NA,"","Taluk","Taluk","",""
194,105,"IND","India",5,"Bihar",70,"Darbhanga",194,"Darbhanga",NA,"","Taluk","Taluk","",""
195,105,"IND","India",5,"Bihar",71,"Gaya",195,"Gaya",NA,"","Taluk","Taluk","",""
196,105,"IND","India",5,"Bihar",72,"Gopalganj",196,"Gopalganj",NA,"","Taluk","Taluk","",""
197,105,"IND","India",5,"Bihar",73,"Jamui",197,"Jamui",NA,"","Taluk","Taluk","",""
198,105,"IND","India",5,"Bihar",74,"Jehanabad",198,"Jahanabad",NA,"","Taluk","Taluk","",""
199,105,"IND","India",5,"Bihar",75,"Kaimur",199,"Bhabua",NA,"","Taluk","Taluk","","Bhabhua"
200,105,"IND","India",5,"Bihar",76,"Katihar",200,"Katihar",NA,"","Taluk","Taluk","",""
201,105,"IND","India",5,"Bihar",77,"Khagaria",201,"Khagaria",NA,"","Taluk","Taluk","",""
202,105,"IND","India",5,"Bihar",78,"Kishanganj",202,"Kishanganj",NA,"","Taluk","Taluk","",""
203,105,"IND","India",5,"Bihar",79,"Lakhisarai",203,"Lakhisarai",NA,"","Taluk","Taluk","",""
204,105,"IND","India",5,"Bihar",80,"Madhepura",204,"Kishanganj",NA,"","Taluk","Taluk","","Udakishanganj"
205,105,"IND","India",5,"Bihar",80,"Madhepura",205,"Madhepura",NA,"","Taluk","Taluk","",""
206,105,"IND","India",5,"Bihar",81,"Madhubani",206,"Benipatti",NA,"","Taluk","Taluk","",""
207,105,"IND","India",5,"Bihar",81,"Madhubani",207,"Jhanjharpur",NA,"","Taluk","Taluk","",""
208,105,"IND","India",5,"Bihar",81,"Madhubani",208,"Madhubani",NA,"","Taluk","Taluk","",""
209,105,"IND","India",5,"Bihar",82,"Munger",209,"Munger",NA,"","Taluk","Taluk","",""
210,105,"IND","India",5,"Bihar",83,"Muzaffarpur",210,"Muzaffarpur",NA,"","Taluk","Taluk","","Purba muzaffarpur"
211,105,"IND","India",5,"Bihar",83,"Muzaffarpur",211,"n.a. ( 542)",NA,"","Taluk","Taluk","",""
212,105,"IND","India",5,"Bihar",84,"Nalanda",212,"Bihar Sharif",NA,"","Taluk","Taluk","",""
213,105,"IND","India",5,"Bihar",84,"Nalanda",213,"Hilsa",NA,"","Taluk","Taluk","",""
214,105,"IND","India",5,"Bihar",85,"Nawada",214,"Nawada",NA,"","Taluk","Taluk","",""
215,105,"IND","India",5,"Bihar",86,"Pashchim Champaran",215,"Bettiah",NA,"","Taluk","Taluk","",""
216,105,"IND","India",5,"Bihar",87,"Patna",216,"Barh",NA,"","Taluk","Taluk","",""
217,105,"IND","India",5,"Bihar",87,"Patna",217,"Danapur",NA,"","Taluk","Taluk","",""
218,105,"IND","India",5,"Bihar",87,"Patna",218,"Masaurhi",NA,"","Taluk","Taluk","",""
219,105,"IND","India",5,"Bihar",87,"Patna",219,"n.a. ( 652)",NA,"","Taluk","Taluk","",""
220,105,"IND","India",5,"Bihar",88,"Purba Champaran",220,"Dhaka",NA,"","Taluk","Taluk","","Sikarahana"
221,105,"IND","India",5,"Bihar",88,"Purba Champaran",221,"Motihari",NA,"","Taluk","Taluk","",""
222,105,"IND","India",5,"Bihar",89,"Purnia",222,"Purnia",NA,"","Taluk","Taluk","",""
223,105,"IND","India",5,"Bihar",90,"Rohtas",223,"Sasaram",NA,"","Taluk","Taluk","",""
224,105,"IND","India",5,"Bihar",91,"Saharsa",224,"Saharsa",NA,"","Taluk","Taluk","",""
225,105,"IND","India",5,"Bihar",92,"Samastipur",225,"Dalsing Sarai",NA,"","Taluk","Taluk","",""
226,105,"IND","India",5,"Bihar",92,"Samastipur",226,"Rusera",NA,"","Taluk","Taluk","",""
227,105,"IND","India",5,"Bihar",92,"Samastipur",227,"Samastipur",NA,"","Taluk","Taluk","",""
228,105,"IND","India",5,"Bihar",93,"Saran",228,"Chhapra",NA,"","Taluk","Taluk","",""
229,105,"IND","India",5,"Bihar",94,"Sheikhpura",229,"Sheikhpura",NA,"","Taluk","Taluk","",""
230,105,"IND","India",5,"Bihar",95,"Sheohar",230,"Sheohar",NA,"","Taluk","Taluk","",""
231,105,"IND","India",5,"Bihar",96,"Sitamarhi",231,"n.a. ( 455)",NA,"","Taluk","Taluk","",""
232,105,"IND","India",5,"Bihar",96,"Sitamarhi",232,"Sitamarhi",NA,"","Taluk","Taluk","","Paschim sitamarhi"
233,105,"IND","India",5,"Bihar",97,"Siwan",233,"Siwan",NA,"","Taluk","Taluk","",""
